Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
2,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
3,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
4,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
5,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
6,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,1
7,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,1
8,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,1
9,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,0
10,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),aaaaa,1
11,(0;42),(0;51),(0;42),(0;45),(0;45),(0;44),(0;51),(0;47),(0;41),(0;48),(0;52),(0;50),(0;61),(0;45),(0;56),(0;53),(0;62),(0;60),(0;47),(0;56),(0;50),(0;51),(0;48),(0;52),(0;38),(0;35),(0;44),(0;41),(0;39),(0;39),(0;44),(0;41),(0;39),(0;38),(0;46),(0;39),(0;42),(0;35),(0;44),(0;38),(0;38),(0;41),(0;52),(0;49),(0;43),(0;38),(0;50),(0;44),(0;42),(0;37),(0;36),bbbbb,1
