Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,31
2,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,18
3,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,18
4,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,20
5,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,24
6,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,20
7,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,33
8,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,26
9,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,24
10,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,26
11,(24;46),(22;51),(26;54),(27;59),(20;51),(22;52),(28;49),(27;62),(24;63),(30;48),(26;52),(25;52),(26;61),(30;45),(28;55),(28;50),(22;52),(26;67),(25;52),(20;56),(28;64),(22;49),(28;48),(24;72),(18;64),(13;64),(18;44),(18;38),(19;43),(19;42),(21;47),(15;40),(23;45),(21;40),(18;39),(23;40),(19;42),(16;47),(17;45),(19;47),(27;47),(26;41),(21;46),(22;49),(23;42),(20;42),(20;50),(24;46),(23;46),(14;41),(20;57),bbaaa,20
