Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),bbaaa,20
2,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),aaaaa,25
3,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),bbaaa,21
4,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),abbab,21
5,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),abbab,23
6,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),aaaaa,15
7,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),abbab,31
8,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),bbaaa,21
9,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),abbab,20
10,(7;40),(7;29),(7;39),(9;34),(8;37),(5;30),(7;33),(11;26),(12;34),(10;41),(6;33),(4;29),(11;54),(8;37),(8;37),(9;27),(6;33),(9;39),(13;32),(7;40),(12;46),(7;32),(13;38),(13;26),(16;32),(18;35),(8;27),(4;29),(4;16),(4;36),(4;29),(6;27),(9;28),(8;30),(7;29),(7;33),(4;49),(5;22),(7;37),(4;25),(7;28),(6;21),(6;38),(12;24),(9;25),(9;32),(10;41),(7;38),(10;30),(7;28),(12;28),aaaaa,20
11,(4;14),(4;19),(4;14),(2;13),(5;16),(5;15),(1;13),(6;11),(2;12),(5;21),(7;16),(2;15),(7;15),(4;12),(1;18),(6;16),(6;17),(4;15),(4;12),(2;15),(7;16),(6;20),(6;15),(5;16),(2;13),(6;15),(5;9),(3;12),(2;9),(3;9),(3;10),(2;13),(4;12),(3;12),(3;11),(3;10),(2;11),(3;13),(5;12),(1;14),(4;13),(2;17),(3;15),(4;11),(1;10),(3;10),(6;16),(4;17),(3;13),(2;13),(5;12),bbaaa,10
12,(4;14),(4;19),(4;14),(2;13),(5;16),(5;15),(1;13),(6;11),(2;12),(5;21),(7;16),(2;15),(7;15),(4;12),(1;18),(6;16),(6;17),(4;15),(4;12),(2;15),(7;16),(6;20),(6;15),(5;16),(2;13),(6;15),(5;9),(3;12),(2;9),(3;9),(3;10),(2;13),(4;12),(3;12),(3;11),(3;10),(2;11),(3;13),(5;12),(1;14),(4;13),(2;17),(3;15),(4;11),(1;10),(3;10),(6;16),(4;17),(3;13),(2;13),(5;12),bbaab,12
13,(4;14),(4;19),(4;14),(2;13),(5;16),(5;15),(1;13),(6;11),(2;12),(5;21),(7;16),(2;15),(7;15),(4;12),(1;18),(6;16),(6;17),(4;15),(4;12),(2;15),(7;16),(6;20),(6;15),(5;16),(2;13),(6;15),(5;9),(3;12),(2;9),(3;9),(3;10),(2;13),(4;12),(3;12),(3;11),(3;10),(2;11),(3;13),(5;12),(1;14),(4;13),(2;17),(3;15),(4;11),(1;10),(3;10),(6;16),(4;17),(3;13),(2;13),(5;12),bbbaa,14
