Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),aaaaa,27
2,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),abbab,25
3,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),ccbaa,21
4,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),ccbbb,15
5,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),bbbaa,21
6,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),abbab,18
7,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),abbaa,7
8,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),bbaaa,20
9,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),ccbba,19
10,(9;46),(7;45),(10;46),(9;51),(9;54),(8;51),(7;43),(10;46),(12;57),(9;48),(8;56),(11;46),(11;41),(10;45),(6;50),(9;47),(13;50),(12;51),(8;54),(12;48),(8;61),(5;49),(15;44),(11;58),(16;50),(7;38),(3;32),(6;32),(4;38),(4;41),(5;41),(5;36),(8;34),(5;44),(7;40),(5;39),(4;48),(5;47),(10;52),(4;41),(5;41),(6;44),(6;43),(7;49),(7;46),(4;45),(6;44),(7;44),(10;40),(7;35),(14;40),ccbbb,35
