Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,25
2,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,21
3,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,21
4,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,20
5,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,19
6,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,33
7,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,30
8,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,25
9,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,20
10,(12;40),(8;41),(12;49),(9;40),(12;51),(15;45),(17;44),(15;47),(17;42),(14;42),(13;42),(20;37),(16;45),(17;39),(8;46),(9;41),(17;51),(13;43),(16;47),(14;43),(16;41),(16;41),(15;46),(15;35),(18;43),(18;33),(9;29),(11;34),(9;41),(8;40),(9;32),(15;36),(10;39),(8;42),(13;35),(9;36),(4;33),(12;39),(15;39),(14;41),(13;37),(17;37),(12;36),(12;39),(7;42),(12;35),(13;45),(7;28),(11;43),(7;40),(18;35),bbaaa,29
11,(0;22),(0;9),(2;16),(1;16),(4;11),(4;18),(0;12),(1;14),(2;17),(1;17),(2;15),(2;15),(2;13),(3;17),(3;12),(2;15),(3;13),(2;16),(4;14),(3;20),(0;12),(1;12),(3;18),(3;17),(3;25),(2;18),(0;9),(3;11),(1;12),(1;10),(1;9),(2;11),(2;9),(1;12),(2;13),(1;11),(2;13),(2;12),(2;14),(2;9),(1;15),(3;10),(2;11),(3;14),(3;16),(1;13),(1;12),(2;15),(1;12),(3;11),(2;16),aaaaa,9
12,(0;22),(0;9),(2;16),(1;16),(4;11),(4;18),(0;12),(1;14),(2;17),(1;17),(2;15),(2;15),(2;13),(3;17),(3;12),(2;15),(3;13),(2;16),(4;14),(3;20),(0;12),(1;12),(3;18),(3;17),(3;25),(2;18),(0;9),(3;11),(1;12),(1;10),(1;9),(2;11),(2;9),(1;12),(2;13),(1;11),(2;13),(2;12),(2;14),(2;9),(1;15),(3;10),(2;11),(3;14),(3;16),(1;13),(1;12),(2;15),(1;12),(3;11),(2;16),aaaaa,9
