Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,21
2,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,22
3,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,38
4,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbbaa,28
5,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,28
6,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,19
7,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbbaa,39
8,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,24
9,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,29
10,(17;43),(16;51),(13;56),(15;52),(16;54),(19;49),(16;52),(14;44),(13;47),(12;48),(14;56),(22;49),(11;61),(10;45),(16;51),(15;59),(17;52),(14;51),(12;57),(17;48),(16;61),(19;58),(17;45),(15;52),(16;50),(18;38),(10;43),(10;35),(10;39),(12;39),(11;40),(10;47),(10;49),(13;39),(16;41),(4;39),(12;37),(15;39),(10;41),(11;47),(8;41),(12;44),(15;43),(13;39),(16;42),(10;40),(12;50),(8;44),(11;40),(16;40),(16;38),bbaaa,30
