Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,24
2,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,25
3,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,22
4,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,28
5,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,26
6,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,20
7,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,32
8,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,20
9,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,21
10,(23;42),(28;44),(22;47),(28;48),(26;48),(27;52),(28;47),(19;45),(26;47),(35;41),(24;47),(28;53),(25;46),(32;43),(19;47),(26;52),(33;52),(26;45),(16;57),(22;51),(19;51),(25;48),(25;45),(30;48),(21;42),(18;41),(14;36),(16;38),(23;40),(15;40),(22;38),(20;47),(21;49),(14;37),(21;41),(20;38),(18;41),(19;41),(19;41),(21;42),(22;38),(26;50),(27;50),(24;46),(29;42),(26;44),(24;45),(30;44),(19;46),(23;41),(20;38),bbaab,24
