Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,10
2,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,16
3,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),bbaaa,10
4,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,6
5,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),bbaaa,9
6,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),bbaaa,13
7,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,13
8,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),bbaaa,7
9,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,18
10,(0;15),(0;17),(0;19),(0;16),(0;26),(0;19),(0;19),(0;19),(0;17),(0;22),(0;19),(0;16),(0;19),(0;22),(0;18),(0;25),(0;20),(0;18),(0;21),(0;22),(0;26),(0;20),(0;18),(0;26),(0;30),(0;28),(0;16),(0;17),(0;14),(0;15),(0;16),(0;17),(0;17),(0;16),(0;18),(0;19),(0;14),(0;17),(0;16),(0;16),(0;16),(0;20),(0;15),(0;21),(0;17),(0;15),(0;17),(0;20),(0;22),(0;20),(0;24),aaaaa,9
