Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,10
2,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,11
3,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,10
4,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,7
5,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,7
6,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,6
7,(3;11),(5;17),(1;10),(1;13),(5;14),(2;12),(1;15),(5;21),(2;13),(3;14),(2;11),(4;16),(3;16),(5;9),(2;10),(4;9),(2;14),(2;12),(3;14),(1;13),(2;10),(3;11),(1;15),(1;12),(2;9),(3;10),(1;7),(3;12),(2;14),(2;11),(1;12),(3;15),(2;12),(4;14),(5;10),(2;14),(3;14),(2;13),(2;13),(3;17),(5;13),(2;17),(2;11),(1;7),(4;8),(2;10),(2;12),(1;14),(4;11),(2;11),(1;13),bbaba,3
8,(0;6),(0;6),(0;4),(0;7),(0;4),(0;5),(0;5),(0;6),(0;2),(0;7),(0;11),(0;6),(0;8),(0;4),(0;5),(0;10),(0;5),(0;3),(0;4),(0;5),(0;5),(0;3),(0;6),(0;6),(0;8),(0;6),(0;4),(0;2),(0;2),(0;6),(0;7),(0;5),(0;3),(0;6),(0;6),(0;4),(0;3),(0;4),(0;6),(0;6),(0;5),(0;4),(0;6),(0;11),(0;3),(0;3),(0;8),(0;4),(0;6),(0;4),(0;9),bbbbb,0
9,(0;6),(0;6),(0;4),(0;7),(0;4),(0;5),(0;5),(0;6),(0;2),(0;7),(0;11),(0;6),(0;8),(0;4),(0;5),(0;10),(0;5),(0;3),(0;4),(0;5),(0;5),(0;3),(0;6),(0;6),(0;8),(0;6),(0;4),(0;2),(0;2),(0;6),(0;7),(0;5),(0;3),(0;6),(0;6),(0;4),(0;3),(0;4),(0;6),(0;6),(0;5),(0;4),(0;6),(0;11),(0;3),(0;3),(0;8),(0;4),(0;6),(0;4),(0;9),bbbbb,0
10,(0;6),(0;6),(0;4),(0;7),(0;4),(0;5),(0;5),(0;6),(0;2),(0;7),(0;11),(0;6),(0;8),(0;4),(0;5),(0;10),(0;5),(0;3),(0;4),(0;5),(0;5),(0;3),(0;6),(0;6),(0;8),(0;6),(0;4),(0;2),(0;2),(0;6),(0;7),(0;5),(0;3),(0;6),(0;6),(0;4),(0;3),(0;4),(0;6),(0;6),(0;5),(0;4),(0;6),(0;11),(0;3),(0;3),(0;8),(0;4),(0;6),(0;4),(0;9),bbbbb,1
