Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,30
2,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,31
3,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),aaaaa,13
4,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),aaaaa,24
5,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),aaaaa,45
6,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,27
7,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,15
8,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,33
9,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),aaaaa,25
10,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,27
11,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,33
12,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,30
13,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,27
14,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,31
15,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,24
16,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,18
17,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,18
18,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),aaaaa,27
19,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,28
20,(19;54),(21;53),(22;51),(23;59),(20;54),(22;50),(25;52),(24;49),(19;56),(20;48),(25;56),(27;53),(25;47),(24;54),(29;51),(23;53),(21;55),(21;51),(16;54),(18;56),(19;61),(21;49),(25;50),(25;52),(21;46),(12;49),(17;46),(15;38),(19;42),(16;42),(16;47),(14;40),(17;49),(15;44),(16;40),(20;40),(18;40),(17;40),(15;44),(19;42),(20;48),(14;44),(21;45),(17;40),(22;40),(21;39),(21;45),(19;44),(13;46),(15;41),(16;43),bbaaa,15
