Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,16
2,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,32
3,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,21
4,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,27
5,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,31
6,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,22
7,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,28
8,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,20
9,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,25
10,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,20
11,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,30
12,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,17
13,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,7
14,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,18
15,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,31
16,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,38
17,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,18
18,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,22
19,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,20
20,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),aaaaa,34
21,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,15
22,(17;43),(12;51),(15;46),(16;46),(14;45),(14;44),(15;43),(11;58),(14;55),(10;45),(14;51),(11;49),(11;51),(10;44),(12;56),(16;53),(15;62),(17;42),(14;52),(14;41),(16;47),(9;48),(15;51),(16;52),(17;44),(7;35),(10;43),(8;39),(8;41),(5;40),(6;38),(6;45),(8;49),(11;46),(13;39),(9;35),(13;35),(9;38),(10;52),(8;42),(11;40),(14;40),(10;38),(9;39),(11;42),(12;39),(13;42),(12;49),(10;46),(13;41),(17;35),bbaaa,25
