Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,11
2,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),bbaaa,26
3,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,22
4,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,25
5,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,27
6,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),bbaaa,24
7,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),bbaaa,23
8,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,16
9,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,20
10,(6;41),(7;53),(10;43),(8;45),(9;49),(11;52),(8;45),(10;58),(8;50),(6;46),(7;45),(6;52),(7;51),(12;43),(6;51),(8;53),(11;44),(12;52),(5;49),(9;56),(8;47),(13;51),(10;51),(7;44),(13;42),(9;35),(4;46),(6;41),(5;39),(5;40),(7;36),(6;37),(7;33),(5;35),(6;46),(5;40),(9;35),(7;44),(7;41),(5;41),(4;44),(6;39),(8;52),(7;39),(6;43),(9;41),(5;45),(11;39),(7;42),(7;32),(10;40),aaaaa,26
