Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,14
2,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,34
3,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,18
4,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,20
5,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,26
6,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,31
7,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,28
8,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,20
9,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,6
10,(6;26),(4;36),(9;33),(6;32),(5;27),(11;33),(3;42),(6;29),(6;24),(9;32),(7;45),(8;41),(6;35),(7;39),(7;32),(8;36),(7;31),(5;32),(5;48),(7;33),(5;34),(7;30),(7;36),(5;31),(11;35),(14;30),(2;19),(3;27),(5;28),(4;32),(4;21),(2;29),(5;34),(5;26),(8;38),(3;32),(8;26),(3;22),(5;27),(4;32),(5;37),(4;29),(5;32),(4;27),(7;40),(3;33),(6;29),(4;35),(7;30),(7;29),(8;28),aaaaa,35
11,(13;38),(13;37),(12;45),(10;41),(13;37),(12;42),(13;41),(11;40),(11;41),(18;49),(13;49),(16;43),(10;45),(12;41),(15;43),(17;42),(19;42),(14;53),(12;41),(13;40),(11;45),(15;42),(18;46),(17;35),(18;43),(19;37),(9;25),(8;36),(5;33),(11;29),(10;35),(9;29),(9;29),(8;33),(13;44),(4;43),(11;37),(13;35),(10;41),(9;34),(8;42),(7;28),(14;40),(12;43),(10;36),(10;40),(11;32),(14;35),(11;36),(17;35),(12;34),aaaaa,23
12,(13;38),(13;37),(12;45),(10;41),(13;37),(12;42),(13;41),(11;40),(11;41),(18;49),(13;49),(16;43),(10;45),(12;41),(15;43),(17;42),(19;42),(14;53),(12;41),(13;40),(11;45),(15;42),(18;46),(17;35),(18;43),(19;37),(9;25),(8;36),(5;33),(11;29),(10;35),(9;29),(9;29),(8;33),(13;44),(4;43),(11;37),(13;35),(10;41),(9;34),(8;42),(7;28),(14;40),(12;43),(10;36),(10;40),(11;32),(14;35),(11;36),(17;35),(12;34),aaaaa,30
13,(13;38),(13;37),(12;45),(10;41),(13;37),(12;42),(13;41),(11;40),(11;41),(18;49),(13;49),(16;43),(10;45),(12;41),(15;43),(17;42),(19;42),(14;53),(12;41),(13;40),(11;45),(15;42),(18;46),(17;35),(18;43),(19;37),(9;25),(8;36),(5;33),(11;29),(10;35),(9;29),(9;29),(8;33),(13;44),(4;43),(11;37),(13;35),(10;41),(9;34),(8;42),(7;28),(14;40),(12;43),(10;36),(10;40),(11;32),(14;35),(11;36),(17;35),(12;34),aaaaa,38
