Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(0;0),(0;0),(0;1),(0;2),(0;1),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;2),(0;3),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;0),(0;1),(0;1),(0;2),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;3),(0;2),(1;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;2),(0;1),(0;2),(0;2),(0;2),(0;1),(0;2),(0;2),ababb,0
2,(0;0),(0;0),(0;1),(0;2),(0;1),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;2),(0;3),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;0),(0;1),(0;1),(0;2),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;3),(0;2),(1;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;2),(0;1),(0;2),(0;2),(0;2),(0;1),(0;2),(0;2),ababb,0
3,(0;0),(0;0),(0;1),(0;2),(0;1),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;2),(0;3),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;0),(0;1),(0;1),(0;2),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;3),(0;2),(1;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;2),(0;1),(0;2),(0;2),(0;2),(0;1),(0;2),(0;2),ababb,0
4,(0;0),(0;0),(0;1),(0;2),(0;1),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;2),(0;3),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;0),(0;1),(0;1),(0;2),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;3),(0;2),(1;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;2),(0;1),(0;2),(0;2),(0;2),(0;1),(0;2),(0;2),ababb,1
5,(0;0),(0;0),(0;1),(0;2),(0;1),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;2),(0;3),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;0),(0;1),(0;1),(0;2),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;3),(0;2),(1;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;2),(0;1),(0;2),(0;1),(0;2),(0;2),(0;2),(0;1),(0;2),(0;2),ababb,1
6,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,10
7,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,7
8,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,6
9,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,11
10,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,25
11,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,25
12,(7;44),(5;43),(7;35),(7;36),(6;40),(9;48),(10;45),(6;44),(6;43),(6;39),(7;44),(9;46),(6;53),(5;52),(9;51),(8;50),(8;43),(5;42),(3;43),(8;36),(5;43),(3;36),(5;48),(4;34),(4;33),(6;34),(4;29),(4;36),(5;28),(3;28),(7;39),(10;44),(7;38),(5;42),(5;38),(3;43),(7;50),(8;37),(8;43),(5;42),(6;41),(7;32),(4;38),(5;36),(4;39),(6;35),(6;55),(2;39),(3;33),(5;40),(5;38),bbaba,14
13,(2;7),(3;7),(3;13),(2;9),(3;11),(1;12),(2;14),(4;10),(2;13),(3;13),(2;14),(3;12),(2;14),(2;9),(2;7),(3;11),(1;10),(3;8),(5;11),(2;11),(2;10),(1;9),(3;9),(4;12),(5;8),(3;10),(3;8),(1;14),(3;12),(4;9),(2;9),(2;6),(2;15),(1;10),(2;9),(1;13),(2;11),(4;13),(2;6),(1;7),(1;9),(1;15),(2;12),(0;8),(4;7),(3;6),(1;7),(2;11),(3;13),(1;8),(2;9),bbbbb,9
14,(2;7),(3;7),(3;13),(2;9),(3;11),(1;12),(2;14),(4;10),(2;13),(3;13),(2;14),(3;12),(2;14),(2;9),(2;7),(3;11),(1;10),(3;8),(5;11),(2;11),(2;10),(1;9),(3;9),(4;12),(5;8),(3;10),(3;8),(1;14),(3;12),(4;9),(2;9),(2;6),(2;15),(1;10),(2;9),(1;13),(2;11),(4;13),(2;6),(1;7),(1;9),(1;15),(2;12),(0;8),(4;7),(3;6),(1;7),(2;11),(3;13),(1;8),(2;9),bbbbb,5
15,(2;7),(3;7),(3;13),(2;9),(3;11),(1;12),(2;14),(4;10),(2;13),(3;13),(2;14),(3;12),(2;14),(2;9),(2;7),(3;11),(1;10),(3;8),(5;11),(2;11),(2;10),(1;9),(3;9),(4;12),(5;8),(3;10),(3;8),(1;14),(3;12),(4;9),(2;9),(2;6),(2;15),(1;10),(2;9),(1;13),(2;11),(4;13),(2;6),(1;7),(1;9),(1;15),(2;12),(0;8),(4;7),(3;6),(1;7),(2;11),(3;13),(1;8),(2;9),bbbbb,4
16,(2;7),(3;7),(3;13),(2;9),(3;11),(1;12),(2;14),(4;10),(2;13),(3;13),(2;14),(3;12),(2;14),(2;9),(2;7),(3;11),(1;10),(3;8),(5;11),(2;11),(2;10),(1;9),(3;9),(4;12),(5;8),(3;10),(3;8),(1;14),(3;12),(4;9),(2;9),(2;6),(2;15),(1;10),(2;9),(1;13),(2;11),(4;13),(2;6),(1;7),(1;9),(1;15),(2;12),(0;8),(4;7),(3;6),(1;7),(2;11),(3;13),(1;8),(2;9),bbbbb,9
17,(2;7),(3;7),(3;13),(2;9),(3;11),(1;12),(2;14),(4;10),(2;13),(3;13),(2;14),(3;12),(2;14),(2;9),(2;7),(3;11),(1;10),(3;8),(5;11),(2;11),(2;10),(1;9),(3;9),(4;12),(5;8),(3;10),(3;8),(1;14),(3;12),(4;9),(2;9),(2;6),(2;15),(1;10),(2;9),(1;13),(2;11),(4;13),(2;6),(1;7),(1;9),(1;15),(2;12),(0;8),(4;7),(3;6),(1;7),(2;11),(3;13),(1;8),(2;9),bbbbb,8
18,(0;7),(0;6),(0;6),(0;5),(0;7),(0;5),(0;6),(0;11),(0;4),(0;6),(0;11),(0;6),(0;8),(0;5),(0;3),(0;9),(0;7),(1;11),(0;7),(0;9),(0;7),(0;11),(0;6),(0;8),(0;5),(1;6),(0;8),(0;8),(0;5),(0;13),(0;5),(0;3),(0;5),(0;3),(0;7),(0;10),(0;5),(0;3),(0;11),(0;3),(0;5),(0;5),(0;5),(0;4),(0;7),(0;4),(0;9),(0;5),(0;5),(0;2),(0;6),bbbbb,0
19,(0;7),(0;6),(0;6),(0;5),(0;7),(0;5),(0;6),(0;11),(0;4),(0;6),(0;11),(0;6),(0;8),(0;5),(0;3),(0;9),(0;7),(1;11),(0;7),(0;9),(0;7),(0;11),(0;6),(0;8),(0;5),(1;6),(0;8),(0;8),(0;5),(0;13),(0;5),(0;3),(0;5),(0;3),(0;7),(0;10),(0;5),(0;3),(0;11),(0;3),(0;5),(0;5),(0;5),(0;4),(0;7),(0;4),(0;9),(0;5),(0;5),(0;2),(0;6),bbbbb,0
20,(0;7),(0;6),(0;6),(0;5),(0;7),(0;5),(0;6),(0;11),(0;4),(0;6),(0;11),(0;6),(0;8),(0;5),(0;3),(0;9),(0;7),(1;11),(0;7),(0;9),(0;7),(0;11),(0;6),(0;8),(0;5),(1;6),(0;8),(0;8),(0;5),(0;13),(0;5),(0;3),(0;5),(0;3),(0;7),(0;10),(0;5),(0;3),(0;11),(0;3),(0;5),(0;5),(0;5),(0;4),(0;7),(0;4),(0;9),(0;5),(0;5),(0;2),(0;6),bbbbb,8
21,(0;7),(0;6),(0;6),(0;5),(0;7),(0;5),(0;6),(0;11),(0;4),(0;6),(0;11),(0;6),(0;8),(0;5),(0;3),(0;9),(0;7),(1;11),(0;7),(0;9),(0;7),(0;11),(0;6),(0;8),(0;5),(1;6),(0;8),(0;8),(0;5),(0;13),(0;5),(0;3),(0;5),(0;3),(0;7),(0;10),(0;5),(0;3),(0;11),(0;3),(0;5),(0;5),(0;5),(0;4),(0;7),(0;4),(0;9),(0;5),(0;5),(0;2),(0;6),bbbbb,0
22,(0;7),(0;6),(0;6),(0;5),(0;7),(0;5),(0;6),(0;11),(0;4),(0;6),(0;11),(0;6),(0;8),(0;5),(0;3),(0;9),(0;7),(1;11),(0;7),(0;9),(0;7),(0;11),(0;6),(0;8),(0;5),(1;6),(0;8),(0;8),(0;5),(0;13),(0;5),(0;3),(0;5),(0;3),(0;7),(0;10),(0;5),(0;3),(0;11),(0;3),(0;5),(0;5),(0;5),(0;4),(0;7),(0;4),(0;9),(0;5),(0;5),(0;2),(0;6),bbbbb,9
23,(0;14),(0;11),(1;10),(0;13),(0;11),(0;15),(0;16),(0;10),(0;13),(0;12),(0;15),(0;15),(0;16),(0;10),(0;9),(0;11),(0;13),(0;14),(0;10),(0;18),(0;18),(0;17),(0;12),(0;16),(0;14),(0;12),(1;5),(0;7),(0;7),(0;10),(0;9),(0;13),(0;10),(0;15),(0;9),(0;8),(0;7),(0;10),(0;15),(0;8),(0;13),(0;8),(0;11),(0;8),(0;13),(0;12),(0;7),(0;9),(0;10),(0;12),(0;7),bbbaa,1
24,(0;14),(0;11),(1;10),(0;13),(0;11),(0;15),(0;16),(0;10),(0;13),(0;12),(0;15),(0;15),(0;16),(0;10),(0;9),(0;11),(0;13),(0;14),(0;10),(0;18),(0;18),(0;17),(0;12),(0;16),(0;14),(0;12),(1;5),(0;7),(0;7),(0;10),(0;9),(0;13),(0;10),(0;15),(0;9),(0;8),(0;7),(0;10),(0;15),(0;8),(0;13),(0;8),(0;11),(0;8),(0;13),(0;12),(0;7),(0;9),(0;10),(0;12),(0;7),bbbaa,13
25,(0;14),(0;11),(1;10),(0;13),(0;11),(0;15),(0;16),(0;10),(0;13),(0;12),(0;15),(0;15),(0;16),(0;10),(0;9),(0;11),(0;13),(0;14),(0;10),(0;18),(0;18),(0;17),(0;12),(0;16),(0;14),(0;12),(1;5),(0;7),(0;7),(0;10),(0;9),(0;13),(0;10),(0;15),(0;9),(0;8),(0;7),(0;10),(0;15),(0;8),(0;13),(0;8),(0;11),(0;8),(0;13),(0;12),(0;7),(0;9),(0;10),(0;12),(0;7),bbbaa,1
26,(0;14),(0;11),(1;10),(0;13),(0;11),(0;15),(0;16),(0;10),(0;13),(0;12),(0;15),(0;15),(0;16),(0;10),(0;9),(0;11),(0;13),(0;14),(0;10),(0;18),(0;18),(0;17),(0;12),(0;16),(0;14),(0;12),(1;5),(0;7),(0;7),(0;10),(0;9),(0;13),(0;10),(0;15),(0;9),(0;8),(0;7),(0;10),(0;15),(0;8),(0;13),(0;8),(0;11),(0;8),(0;13),(0;12),(0;7),(0;9),(0;10),(0;12),(0;7),bbbaa,0
