Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(16;36),(15;30),(21;38),(14;44),(19;47),(12;37),(13;38),(11;31),(17;47),(17;37),(19;42),(11;34),(10;33),(12;42),(20;33),(17;42),(19;30),(16;34),(11;37),(13;42),(11;36),(15;30),(15;45),(17;28),(18;29),(21;29),(12;22),(11;26),(5;28),(13;33),(6;35),(9;20),(9;26),(8;35),(12;29),(10;38),(14;21),(9;32),(13;33),(13;29),(20;28),(14;30),(13;29),(12;30),(13;37),(10;23),(11;26),(14;25),(10;28),(17;33),(17;22),aaaaa,24
2,(16;36),(15;30),(21;38),(14;44),(19;47),(12;37),(13;38),(11;31),(17;47),(17;37),(19;42),(11;34),(10;33),(12;42),(20;33),(17;42),(19;30),(16;34),(11;37),(13;42),(11;36),(15;30),(15;45),(17;28),(18;29),(21;29),(12;22),(11;26),(5;28),(13;33),(6;35),(9;20),(9;26),(8;35),(12;29),(10;38),(14;21),(9;32),(13;33),(13;29),(20;28),(14;30),(13;29),(12;30),(13;37),(10;23),(11;26),(14;25),(10;28),(17;33),(17;22),aaaaa,17
3,(16;36),(15;30),(21;38),(14;44),(19;47),(12;37),(13;38),(11;31),(17;47),(17;37),(19;42),(11;34),(10;33),(12;42),(20;33),(17;42),(19;30),(16;34),(11;37),(13;42),(11;36),(15;30),(15;45),(17;28),(18;29),(21;29),(12;22),(11;26),(5;28),(13;33),(6;35),(9;20),(9;26),(8;35),(12;29),(10;38),(14;21),(9;32),(13;33),(13;29),(20;28),(14;30),(13;29),(12;30),(13;37),(10;23),(11;26),(14;25),(10;28),(17;33),(17;22),aaaaa,16
4,(16;36),(15;30),(21;38),(14;44),(19;47),(12;37),(13;38),(11;31),(17;47),(17;37),(19;42),(11;34),(10;33),(12;42),(20;33),(17;42),(19;30),(16;34),(11;37),(13;42),(11;36),(15;30),(15;45),(17;28),(18;29),(21;29),(12;22),(11;26),(5;28),(13;33),(6;35),(9;20),(9;26),(8;35),(12;29),(10;38),(14;21),(9;32),(13;33),(13;29),(20;28),(14;30),(13;29),(12;30),(13;37),(10;23),(11;26),(14;25),(10;28),(17;33),(17;22),aaaaa,24
5,(3;5),(1;5),(1;4),(1;2),(1;7),(3;6),(3;8),(4;7),(1;8),(2;6),(1;6),(1;3),(1;5),(2;4),(2;4),(3;9),(4;6),(5;10),(1;5),(1;7),(1;5),(2;7),(2;8),(2;9),(4;12),(4;9),(2;4),(1;8),(0;6),(1;3),(2;5),(0;7),(1;2),(1;5),(1;5),(2;6),(2;4),(3;5),(3;5),(1;5),(2;4),(2;8),(1;4),(0;8),(2;3),(4;6),(1;6),(4;7),(1;4),(2;13),(5;8),aaaaa,6
6,(3;5),(1;5),(1;4),(1;2),(1;7),(3;6),(3;8),(4;7),(1;8),(2;6),(1;6),(1;3),(1;5),(2;4),(2;4),(3;9),(4;6),(5;10),(1;5),(1;7),(1;5),(2;7),(2;8),(2;9),(4;12),(4;9),(2;4),(1;8),(0;6),(1;3),(2;5),(0;7),(1;2),(1;5),(1;5),(2;6),(2;4),(3;5),(3;5),(1;5),(2;4),(2;8),(1;4),(0;8),(2;3),(4;6),(1;6),(4;7),(1;4),(2;13),(5;8),aaaaa,4
7,(3;5),(1;5),(1;4),(1;2),(1;7),(3;6),(3;8),(4;7),(1;8),(2;6),(1;6),(1;3),(1;5),(2;4),(2;4),(3;9),(4;6),(5;10),(1;5),(1;7),(1;5),(2;7),(2;8),(2;9),(4;12),(4;9),(2;4),(1;8),(0;6),(1;3),(2;5),(0;7),(1;2),(1;5),(1;5),(2;6),(2;4),(3;5),(3;5),(1;5),(2;4),(2;8),(1;4),(0;8),(2;3),(4;6),(1;6),(4;7),(1;4),(2;13),(5;8),aaaaa,2
8,(3;5),(1;5),(1;4),(1;2),(1;7),(3;6),(3;8),(4;7),(1;8),(2;6),(1;6),(1;3),(1;5),(2;4),(2;4),(3;9),(4;6),(5;10),(1;5),(1;7),(1;5),(2;7),(2;8),(2;9),(4;12),(4;9),(2;4),(1;8),(0;6),(1;3),(2;5),(0;7),(1;2),(1;5),(1;5),(2;6),(2;4),(3;5),(3;5),(1;5),(2;4),(2;8),(1;4),(0;8),(2;3),(4;6),(1;6),(4;7),(1;4),(2;13),(5;8),aaaaa,13
9,(14;21),(7;20),(15;17),(11;20),(10;19),(7;20),(10;24),(10;20),(11;18),(8;20),(8;18),(10;24),(10;15),(10;24),(10;29),(16;26),(13;21),(10;19),(13;20),(13;29),(15;20),(12;24),(15;30),(9;22),(8;34),(5;27),(11;18),(8;18),(9;15),(10;16),(7;17),(10;12),(9;21),(9;23),(16;21),(10;14),(12;20),(8;18),(6;20),(13;20),(5;12),(12;17),(8;17),(13;16),(10;22),(10;20),(13;23),(8;15),(13;18),(7;26),(10;29),aaaaa,20
10,(14;21),(7;20),(15;17),(11;20),(10;19),(7;20),(10;24),(10;20),(11;18),(8;20),(8;18),(10;24),(10;15),(10;24),(10;29),(16;26),(13;21),(10;19),(13;20),(13;29),(15;20),(12;24),(15;30),(9;22),(8;34),(5;27),(11;18),(8;18),(9;15),(10;16),(7;17),(10;12),(9;21),(9;23),(16;21),(10;14),(12;20),(8;18),(6;20),(13;20),(5;12),(12;17),(8;17),(13;16),(10;22),(10;20),(13;23),(8;15),(13;18),(7;26),(10;29),aaaaa,28
11,(14;21),(7;20),(15;17),(11;20),(10;19),(7;20),(10;24),(10;20),(11;18),(8;20),(8;18),(10;24),(10;15),(10;24),(10;29),(16;26),(13;21),(10;19),(13;20),(13;29),(15;20),(12;24),(15;30),(9;22),(8;34),(5;27),(11;18),(8;18),(9;15),(10;16),(7;17),(10;12),(9;21),(9;23),(16;21),(10;14),(12;20),(8;18),(6;20),(13;20),(5;12),(12;17),(8;17),(13;16),(10;22),(10;20),(13;23),(8;15),(13;18),(7;26),(10;29),aaaaa,21
12,(14;21),(7;20),(15;17),(11;20),(10;19),(7;20),(10;24),(10;20),(11;18),(8;20),(8;18),(10;24),(10;15),(10;24),(10;29),(16;26),(13;21),(10;19),(13;20),(13;29),(15;20),(12;24),(15;30),(9;22),(8;34),(5;27),(11;18),(8;18),(9;15),(10;16),(7;17),(10;12),(9;21),(9;23),(16;21),(10;14),(12;20),(8;18),(6;20),(13;20),(5;12),(12;17),(8;17),(13;16),(10;22),(10;20),(13;23),(8;15),(13;18),(7;26),(10;29),aaaaa,18
13,(11;14),(9;27),(11;15),(9;22),(3;22),(11;23),(9;18),(11;21),(9;18),(9;18),(6;23),(5;19),(8;18),(10;24),(9;17),(12;16),(7;20),(12;19),(8;24),(10;22),(7;25),(13;21),(10;27),(9;36),(6;36),(10;23),(5;11),(4;12),(5;9),(8;16),(8;11),(4;17),(5;17),(7;15),(9;17),(8;13),(9;18),(4;13),(3;15),(5;14),(2;16),(8;17),(5;15),(4;13),(11;16),(8;14),(5;27),(6;16),(6;20),(6;22),(6;26),aaaaa,28
14,(11;14),(9;27),(11;15),(9;22),(3;22),(11;23),(9;18),(11;21),(9;18),(9;18),(6;23),(5;19),(8;18),(10;24),(9;17),(12;16),(7;20),(12;19),(8;24),(10;22),(7;25),(13;21),(10;27),(9;36),(6;36),(10;23),(5;11),(4;12),(5;9),(8;16),(8;11),(4;17),(5;17),(7;15),(9;17),(8;13),(9;18),(4;13),(3;15),(5;14),(2;16),(8;17),(5;15),(4;13),(11;16),(8;14),(5;27),(6;16),(6;20),(6;22),(6;26),aaaaa,21
15,(11;14),(9;27),(11;15),(9;22),(3;22),(11;23),(9;18),(11;21),(9;18),(9;18),(6;23),(5;19),(8;18),(10;24),(9;17),(12;16),(7;20),(12;19),(8;24),(10;22),(7;25),(13;21),(10;27),(9;36),(6;36),(10;23),(5;11),(4;12),(5;9),(8;16),(8;11),(4;17),(5;17),(7;15),(9;17),(8;13),(9;18),(4;13),(3;15),(5;14),(2;16),(8;17),(5;15),(4;13),(11;16),(8;14),(5;27),(6;16),(6;20),(6;22),(6;26),aaaaa,22
16,(11;14),(9;27),(11;15),(9;22),(3;22),(11;23),(9;18),(11;21),(9;18),(9;18),(6;23),(5;19),(8;18),(10;24),(9;17),(12;16),(7;20),(12;19),(8;24),(10;22),(7;25),(13;21),(10;27),(9;36),(6;36),(10;23),(5;11),(4;12),(5;9),(8;16),(8;11),(4;17),(5;17),(7;15),(9;17),(8;13),(9;18),(4;13),(3;15),(5;14),(2;16),(8;17),(5;15),(4;13),(11;16),(8;14),(5;27),(6;16),(6;20),(6;22),(6;26),aaaaa,13
17,(8;15),(6;13),(10;26),(9;17),(5;17),(8;11),(7;15),(5;16),(10;16),(10;12),(8;18),(6;23),(7;22),(7;16),(5;11),(10;25),(6;20),(7;32),(8;13),(9;24),(5;15),(11;15),(5;30),(11;20),(11;24),(12;17),(3;10),(8;18),(5;15),(9;10),(6;11),(8;10),(2;14),(9;19),(7;10),(5;9),(8;16),(6;12),(4;15),(6;10),(3;14),(9;14),(6;14),(5;18),(4;11),(8;11),(5;11),(6;13),(7;15),(4;16),(7;20),aaaaa,9
