Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,23
2,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,21
3,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,21
4,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,14
5,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,29
6,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,22
7,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,30
8,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,31
9,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,38
10,(7;37),(11;45),(6;45),(12;41),(15;37),(11;35),(10;41),(11;40),(12;41),(7;38),(10;37),(12;37),(12;43),(12;38),(7;43),(13;40),(15;41),(12;53),(16;41),(16;40),(9;51),(16;42),(18;34),(14;41),(18;43),(20;37),(9;25),(4;32),(5;26),(9;32),(9;31),(6;28),(10;49),(8;39),(9;29),(4;40),(4;29),(12;31),(6;33),(13;34),(6;28),(12;32),(13;34),(11;31),(14;39),(13;40),(7;39),(7;35),(11;36),(7;40),(14;35),aaaaa,24
