Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,16
2,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,33
3,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,27
4,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,24
5,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),aaaaa,22
6,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),aaaaa,32
7,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,30
8,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),aaaaa,24
9,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,21
10,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,24
11,(29;40),(22;44),(26;50),(26;52),(28;51),(23;45),(28;51),(27;45),(26;49),(30;48),(26;49),(27;53),(25;45),(30;45),(28;56),(29;47),(30;62),(29;60),(30;52),(26;45),(24;50),(22;49),(25;49),(25;48),(18;46),(17;33),(20;40),(16;35),(22;41),(21;36),(23;47),(19;36),(21;39),(24;42),(18;40),(21;40),(18;36),(17;39),(17;39),(22;41),(21;44),(25;50),(21;50),(19;46),(23;42),(20;42),(20;45),(18;44),(22;50),(14;40),(16;38),bbaaa,20
