Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(23;31),(19;46),(21;37),(23;38),(20;40),(21;40),(18;53),(12;43),(23;45),(23;32),(19;38),(11;37),(11;39),(23;39),(20;41),(18;43),(23;50),(22;39),(23;44),(22;38),(20;35),(15;33),(15;38),(19;36),(22;35),(21;29),(17;24),(11;26),(19;27),(13;33),(6;29),(14;24),(9;30),(11;29),(21;25),(15;30),(15;38),(9;35),(20;30),(13;34),(22;41),(14;30),(13;33),(14;46),(13;30),(18;29),(18;31),(16;34),(10;27),(18;37),(17;31),bbaaa,14
2,(23;31),(19;46),(21;37),(23;38),(20;40),(21;40),(18;53),(12;43),(23;45),(23;32),(19;38),(11;37),(11;39),(23;39),(20;41),(18;43),(23;50),(22;39),(23;44),(22;38),(20;35),(15;33),(15;38),(19;36),(22;35),(21;29),(17;24),(11;26),(19;27),(13;33),(6;29),(14;24),(9;30),(11;29),(21;25),(15;30),(15;38),(9;35),(20;30),(13;34),(22;41),(14;30),(13;33),(14;46),(13;30),(18;29),(18;31),(16;34),(10;27),(18;37),(17;31),bbaaa,17
3,(23;31),(19;46),(21;37),(23;38),(20;40),(21;40),(18;53),(12;43),(23;45),(23;32),(19;38),(11;37),(11;39),(23;39),(20;41),(18;43),(23;50),(22;39),(23;44),(22;38),(20;35),(15;33),(15;38),(19;36),(22;35),(21;29),(17;24),(11;26),(19;27),(13;33),(6;29),(14;24),(9;30),(11;29),(21;25),(15;30),(15;38),(9;35),(20;30),(13;34),(22;41),(14;30),(13;33),(14;46),(13;30),(18;29),(18;31),(16;34),(10;27),(18;37),(17;31),bbaaa,19
4,(23;31),(19;46),(21;37),(23;38),(20;40),(21;40),(18;53),(12;43),(23;45),(23;32),(19;38),(11;37),(11;39),(23;39),(20;41),(18;43),(23;50),(22;39),(23;44),(22;38),(20;35),(15;33),(15;38),(19;36),(22;35),(21;29),(17;24),(11;26),(19;27),(13;33),(6;29),(14;24),(9;30),(11;29),(21;25),(15;30),(15;38),(9;35),(20;30),(13;34),(22;41),(14;30),(13;33),(14;46),(13;30),(18;29),(18;31),(16;34),(10;27),(18;37),(17;31),bbaaa,38
5,(6;14),(10;13),(8;17),(8;18),(13;15),(4;18),(10;12),(10;26),(6;20),(12;14),(11;16),(7;20),(12;20),(6;11),(9;20),(5;17),(12;18),(8;24),(9;18),(15;20),(7;24),(6;20),(9;26),(9;23),(8;34),(11;29),(6;16),(3;11),(5;14),(6;14),(7;11),(6;13),(9;16),(6;14),(6;14),(3;8),(10;13),(5;17),(9;13),(10;17),(5;13),(6;18),(9;16),(7;19),(7;17),(11;23),(8;20),(11;15),(3;17),(11;17),(12;16),aaaaa,27
6,(6;14),(10;13),(8;17),(8;18),(13;15),(4;18),(10;12),(10;26),(6;20),(12;14),(11;16),(7;20),(12;20),(6;11),(9;20),(5;17),(12;18),(8;24),(9;18),(15;20),(7;24),(6;20),(9;26),(9;23),(8;34),(11;29),(6;16),(3;11),(5;14),(6;14),(7;11),(6;13),(9;16),(6;14),(6;14),(3;8),(10;13),(5;17),(9;13),(10;17),(5;13),(6;18),(9;16),(7;19),(7;17),(11;23),(8;20),(11;15),(3;17),(11;17),(12;16),aaaaa,11
7,(6;14),(10;13),(8;17),(8;18),(13;15),(4;18),(10;12),(10;26),(6;20),(12;14),(11;16),(7;20),(12;20),(6;11),(9;20),(5;17),(12;18),(8;24),(9;18),(15;20),(7;24),(6;20),(9;26),(9;23),(8;34),(11;29),(6;16),(3;11),(5;14),(6;14),(7;11),(6;13),(9;16),(6;14),(6;14),(3;8),(10;13),(5;17),(9;13),(10;17),(5;13),(6;18),(9;16),(7;19),(7;17),(11;23),(8;20),(11;15),(3;17),(11;17),(12;16),aaaaa,24
8,(6;14),(10;13),(8;17),(8;18),(13;15),(4;18),(10;12),(10;26),(6;20),(12;14),(11;16),(7;20),(12;20),(6;11),(9;20),(5;17),(12;18),(8;24),(9;18),(15;20),(7;24),(6;20),(9;26),(9;23),(8;34),(11;29),(6;16),(3;11),(5;14),(6;14),(7;11),(6;13),(9;16),(6;14),(6;14),(3;8),(10;13),(5;17),(9;13),(10;17),(5;13),(6;18),(9;16),(7;19),(7;17),(11;23),(8;20),(11;15),(3;17),(11;17),(12;16),aaaaa,15
9,(9;20),(7;11),(10;19),(11;18),(11;22),(8;20),(7;15),(6;14),(10;20),(11;20),(5;16),(10;16),(11;22),(13;17),(8;19),(9;20),(11;17),(10;23),(5;13),(13;26),(10;23),(12;24),(11;29),(6;28),(12;25),(11;31),(6;14),(6;18),(4;15),(4;15),(5;9),(10;14),(9;13),(9;14),(7;12),(4;12),(7;11),(8;21),(12;15),(4;17),(5;22),(6;14),(10;23),(7;17),(9;21),(14;19),(10;25),(12;21),(12;15),(7;21),(6;25),aaaaa,19
10,(9;20),(7;11),(10;19),(11;18),(11;22),(8;20),(7;15),(6;14),(10;20),(11;20),(5;16),(10;16),(11;22),(13;17),(8;19),(9;20),(11;17),(10;23),(5;13),(13;26),(10;23),(12;24),(11;29),(6;28),(12;25),(11;31),(6;14),(6;18),(4;15),(4;15),(5;9),(10;14),(9;13),(9;14),(7;12),(4;12),(7;11),(8;21),(12;15),(4;17),(5;22),(6;14),(10;23),(7;17),(9;21),(14;19),(10;25),(12;21),(12;15),(7;21),(6;25),aaaaa,10
11,(9;20),(7;11),(10;19),(11;18),(11;22),(8;20),(7;15),(6;14),(10;20),(11;20),(5;16),(10;16),(11;22),(13;17),(8;19),(9;20),(11;17),(10;23),(5;13),(13;26),(10;23),(12;24),(11;29),(6;28),(12;25),(11;31),(6;14),(6;18),(4;15),(4;15),(5;9),(10;14),(9;13),(9;14),(7;12),(4;12),(7;11),(8;21),(12;15),(4;17),(5;22),(6;14),(10;23),(7;17),(9;21),(14;19),(10;25),(12;21),(12;15),(7;21),(6;25),aaaaa,23
12,(9;20),(7;11),(10;19),(11;18),(11;22),(8;20),(7;15),(6;14),(10;20),(11;20),(5;16),(10;16),(11;22),(13;17),(8;19),(9;20),(11;17),(10;23),(5;13),(13;26),(10;23),(12;24),(11;29),(6;28),(12;25),(11;31),(6;14),(6;18),(4;15),(4;15),(5;9),(10;14),(9;13),(9;14),(7;12),(4;12),(7;11),(8;21),(12;15),(4;17),(5;22),(6;14),(10;23),(7;17),(9;21),(14;19),(10;25),(12;21),(12;15),(7;21),(6;25),aaaaa,20
13,(5;11),(7;11),(8;16),(12;16),(11;26),(5;12),(5;15),(5;18),(6;16),(6;15),(6;12),(7;16),(9;14),(5;15),(9;13),(8;16),(4;13),(6;16),(3;14),(11;13),(6;10),(4;14),(8;15),(4;17),(4;15),(7;11),(4;11),(7;8),(4;9),(8;11),(5;12),(7;15),(7;11),(5;14),(6;13),(3;10),(5;7),(7;11),(7;13),(4;11),(10;15),(5;12),(4;8),(5;12),(6;11),(3;9),(5;9),(7;14),(8;11),(8;13),(6;14),aaaaa,21
14,(5;11),(7;11),(8;16),(12;16),(11;26),(5;12),(5;15),(5;18),(6;16),(6;15),(6;12),(7;16),(9;14),(5;15),(9;13),(8;16),(4;13),(6;16),(3;14),(11;13),(6;10),(4;14),(8;15),(4;17),(4;15),(7;11),(4;11),(7;8),(4;9),(8;11),(5;12),(7;15),(7;11),(5;14),(6;13),(3;10),(5;7),(7;11),(7;13),(4;11),(10;15),(5;12),(4;8),(5;12),(6;11),(3;9),(5;9),(7;14),(8;11),(8;13),(6;14),aaaaa,13
15,(5;11),(7;11),(8;16),(12;16),(11;26),(5;12),(5;15),(5;18),(6;16),(6;15),(6;12),(7;16),(9;14),(5;15),(9;13),(8;16),(4;13),(6;16),(3;14),(11;13),(6;10),(4;14),(8;15),(4;17),(4;15),(7;11),(4;11),(7;8),(4;9),(8;11),(5;12),(7;15),(7;11),(5;14),(6;13),(3;10),(5;7),(7;11),(7;13),(4;11),(10;15),(5;12),(4;8),(5;12),(6;11),(3;9),(5;9),(7;14),(8;11),(8;13),(6;14),aaaaa,11
16,(5;11),(7;11),(8;16),(12;16),(11;26),(5;12),(5;15),(5;18),(6;16),(6;15),(6;12),(7;16),(9;14),(5;15),(9;13),(8;16),(4;13),(6;16),(3;14),(11;13),(6;10),(4;14),(8;15),(4;17),(4;15),(7;11),(4;11),(7;8),(4;9),(8;11),(5;12),(7;15),(7;11),(5;14),(6;13),(3;10),(5;7),(7;11),(7;13),(4;11),(10;15),(5;12),(4;8),(5;12),(6;11),(3;9),(5;9),(7;14),(8;11),(8;13),(6;14),aaaaa,6
17,(6;14),(5;13),(8;12),(9;15),(6;16),(9;19),(8;15),(9;18),(8;14),(7;12),(8;14),(8;13),(7;19),(2;11),(9;16),(8;21),(7;14),(5;8),(7;13),(6;12),(7;21),(9;12),(4;15),(6;13),(8;30),(11;15),(4;11),(3;7),(6;8),(4;15),(6;14),(5;11),(4;13),(9;16),(5;16),(6;16),(9;13),(8;12),(7;9),(8;11),(6;9),(5;11),(4;6),(8;19),(1;8),(4;12),(7;11),(4;16),(3;9),(5;10),(5;8),aaaaa,12
18,(6;14),(5;13),(8;12),(9;15),(6;16),(9;19),(8;15),(9;18),(8;14),(7;12),(8;14),(8;13),(7;19),(2;11),(9;16),(8;21),(7;14),(5;8),(7;13),(6;12),(7;21),(9;12),(4;15),(6;13),(8;30),(11;15),(4;11),(3;7),(6;8),(4;15),(6;14),(5;11),(4;13),(9;16),(5;16),(6;16),(9;13),(8;12),(7;9),(8;11),(6;9),(5;11),(4;6),(8;19),(1;8),(4;12),(7;11),(4;16),(3;9),(5;10),(5;8),aaaaa,15
19,(6;14),(5;13),(8;12),(9;15),(6;16),(9;19),(8;15),(9;18),(8;14),(7;12),(8;14),(8;13),(7;19),(2;11),(9;16),(8;21),(7;14),(5;8),(7;13),(6;12),(7;21),(9;12),(4;15),(6;13),(8;30),(11;15),(4;11),(3;7),(6;8),(4;15),(6;14),(5;11),(4;13),(9;16),(5;16),(6;16),(9;13),(8;12),(7;9),(8;11),(6;9),(5;11),(4;6),(8;19),(1;8),(4;12),(7;11),(4;16),(3;9),(5;10),(5;8),aaaaa,9
20,(6;14),(5;13),(8;12),(9;15),(6;16),(9;19),(8;15),(9;18),(8;14),(7;12),(8;14),(8;13),(7;19),(2;11),(9;16),(8;21),(7;14),(5;8),(7;13),(6;12),(7;21),(9;12),(4;15),(6;13),(8;30),(11;15),(4;11),(3;7),(6;8),(4;15),(6;14),(5;11),(4;13),(9;16),(5;16),(6;16),(9;13),(8;12),(7;9),(8;11),(6;9),(5;11),(4;6),(8;19),(1;8),(4;12),(7;11),(4;16),(3;9),(5;10),(5;8),aaaaa,7
21,(6;22),(12;23),(7;25),(9;21),(11;25),(12;17),(8;16),(8;23),(13;24),(10;21),(9;18),(12;24),(12;16),(9;18),(12;25),(12;23),(9;27),(12;32),(11;20),(6;27),(7;25),(12;23),(11;21),(13;20),(11;27),(12;21),(5;15),(5;11),(6;15),(7;17),(7;11),(8;11),(4;17),(11;24),(8;20),(6;20),(8;13),(10;18),(7;16),(8;13),(9;15),(7;19),(11;17),(6;14),(3;17),(8;19),(11;19),(8;20),(8;22),(12;22),(12;19),aaaaa,31
22,(6;22),(12;23),(7;25),(9;21),(11;25),(12;17),(8;16),(8;23),(13;24),(10;21),(9;18),(12;24),(12;16),(9;18),(12;25),(12;23),(9;27),(12;32),(11;20),(6;27),(7;25),(12;23),(11;21),(13;20),(11;27),(12;21),(5;15),(5;11),(6;15),(7;17),(7;11),(8;11),(4;17),(11;24),(8;20),(6;20),(8;13),(10;18),(7;16),(8;13),(9;15),(7;19),(11;17),(6;14),(3;17),(8;19),(11;19),(8;20),(8;22),(12;22),(12;19),aaaaa,18
23,(6;22),(12;23),(7;25),(9;21),(11;25),(12;17),(8;16),(8;23),(13;24),(10;21),(9;18),(12;24),(12;16),(9;18),(12;25),(12;23),(9;27),(12;32),(11;20),(6;27),(7;25),(12;23),(11;21),(13;20),(11;27),(12;21),(5;15),(5;11),(6;15),(7;17),(7;11),(8;11),(4;17),(11;24),(8;20),(6;20),(8;13),(10;18),(7;16),(8;13),(9;15),(7;19),(11;17),(6;14),(3;17),(8;19),(11;19),(8;20),(8;22),(12;22),(12;19),aaaaa,22
