Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(3;15),(5;26),(3;17),(6;15),(8;22),(5;23),(2;16),(1;19),(4;19),(1;23),(5;24),(8;24),(10;19),(4;26),(7;19),(2;16),(7;20),(2;23),(6;20),(3;22),(4;17),(4;23),(8;28),(3;27),(4;36),(4;27),(2;7),(3;14),(2;13),(1;11),(3;18),(5;16),(3;17),(1;17),(2;14),(1;18),(2;15),(5;17),(2;12),(2;16),(3;16),(3;17),(6;14),(3;18),(5;16),(2;14),(4;27),(3;20),(6;26),(8;26),(8;26),aaaaa,37
2,(3;15),(5;26),(3;17),(6;15),(8;22),(5;23),(2;16),(1;19),(4;19),(1;23),(5;24),(8;24),(10;19),(4;26),(7;19),(2;16),(7;20),(2;23),(6;20),(3;22),(4;17),(4;23),(8;28),(3;27),(4;36),(4;27),(2;7),(3;14),(2;13),(1;11),(3;18),(5;16),(3;17),(1;17),(2;14),(1;18),(2;15),(5;17),(2;12),(2;16),(3;16),(3;17),(6;14),(3;18),(5;16),(2;14),(4;27),(3;20),(6;26),(8;26),(8;26),abaab,2
3,(3;15),(5;26),(3;17),(6;15),(8;22),(5;23),(2;16),(1;19),(4;19),(1;23),(5;24),(8;24),(10;19),(4;26),(7;19),(2;16),(7;20),(2;23),(6;20),(3;22),(4;17),(4;23),(8;28),(3;27),(4;36),(4;27),(2;7),(3;14),(2;13),(1;11),(3;18),(5;16),(3;17),(1;17),(2;14),(1;18),(2;15),(5;17),(2;12),(2;16),(3;16),(3;17),(6;14),(3;18),(5;16),(2;14),(4;27),(3;20),(6;26),(8;26),(8;26),abaab,21
4,(3;15),(5;26),(3;17),(6;15),(8;22),(5;23),(2;16),(1;19),(4;19),(1;23),(5;24),(8;24),(10;19),(4;26),(7;19),(2;16),(7;20),(2;23),(6;20),(3;22),(4;17),(4;23),(8;28),(3;27),(4;36),(4;27),(2;7),(3;14),(2;13),(1;11),(3;18),(5;16),(3;17),(1;17),(2;14),(1;18),(2;15),(5;17),(2;12),(2;16),(3;16),(3;17),(6;14),(3;18),(5;16),(2;14),(4;27),(3;20),(6;26),(8;26),(8;26),aaaaa,12
5,(3;15),(5;26),(3;17),(6;15),(8;22),(5;23),(2;16),(1;19),(4;19),(1;23),(5;24),(8;24),(10;19),(4;26),(7;19),(2;16),(7;20),(2;23),(6;20),(3;22),(4;17),(4;23),(8;28),(3;27),(4;36),(4;27),(2;7),(3;14),(2;13),(1;11),(3;18),(5;16),(3;17),(1;17),(2;14),(1;18),(2;15),(5;17),(2;12),(2;16),(3;16),(3;17),(6;14),(3;18),(5;16),(2;14),(4;27),(3;20),(6;26),(8;26),(8;26),abaab,16
6,(15;24),(12;26),(15;32),(14;28),(5;26),(7;21),(13;19),(10;23),(17;21),(12;31),(11;31),(12;30),(10;22),(12;24),(13;23),(16;22),(11;28),(14;18),(10;22),(13;24),(11;26),(14;22),(14;23),(13;19),(18;35),(12;29),(10;16),(11;18),(5;18),(5;23),(10;24),(7;19),(13;21),(8;15),(8;16),(9;17),(7;19),(10;21),(10;20),(13;22),(4;21),(8;16),(10;21),(8;15),(13;19),(10;19),(7;18),(8;23),(12;23),(7;22),(14;23),bbbaa,16
7,(15;24),(12;26),(15;32),(14;28),(5;26),(7;21),(13;19),(10;23),(17;21),(12;31),(11;31),(12;30),(10;22),(12;24),(13;23),(16;22),(11;28),(14;18),(10;22),(13;24),(11;26),(14;22),(14;23),(13;19),(18;35),(12;29),(10;16),(11;18),(5;18),(5;23),(10;24),(7;19),(13;21),(8;15),(8;16),(9;17),(7;19),(10;21),(10;20),(13;22),(4;21),(8;16),(10;21),(8;15),(13;19),(10;19),(7;18),(8;23),(12;23),(7;22),(14;23),bbbaa,26
8,(15;24),(12;26),(15;32),(14;28),(5;26),(7;21),(13;19),(10;23),(17;21),(12;31),(11;31),(12;30),(10;22),(12;24),(13;23),(16;22),(11;28),(14;18),(10;22),(13;24),(11;26),(14;22),(14;23),(13;19),(18;35),(12;29),(10;16),(11;18),(5;18),(5;23),(10;24),(7;19),(13;21),(8;15),(8;16),(9;17),(7;19),(10;21),(10;20),(13;22),(4;21),(8;16),(10;21),(8;15),(13;19),(10;19),(7;18),(8;23),(12;23),(7;22),(14;23),bbaaa,24
9,(15;24),(12;26),(15;32),(14;28),(5;26),(7;21),(13;19),(10;23),(17;21),(12;31),(11;31),(12;30),(10;22),(12;24),(13;23),(16;22),(11;28),(14;18),(10;22),(13;24),(11;26),(14;22),(14;23),(13;19),(18;35),(12;29),(10;16),(11;18),(5;18),(5;23),(10;24),(7;19),(13;21),(8;15),(8;16),(9;17),(7;19),(10;21),(10;20),(13;22),(4;21),(8;16),(10;21),(8;15),(13;19),(10;19),(7;18),(8;23),(12;23),(7;22),(14;23),bbbaa,11
10,(15;24),(12;26),(15;32),(14;28),(5;26),(7;21),(13;19),(10;23),(17;21),(12;31),(11;31),(12;30),(10;22),(12;24),(13;23),(16;22),(11;28),(14;18),(10;22),(13;24),(11;26),(14;22),(14;23),(13;19),(18;35),(12;29),(10;16),(11;18),(5;18),(5;23),(10;24),(7;19),(13;21),(8;15),(8;16),(9;17),(7;19),(10;21),(10;20),(13;22),(4;21),(8;16),(10;21),(8;15),(13;19),(10;19),(7;18),(8;23),(12;23),(7;22),(14;23),bbaaa,25
