Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,73
2,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,26
3,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,15
4,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,22
5,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,24
6,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,18
7,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,22
8,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,20
9,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,20
10,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,16
11,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,20
12,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,28
13,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,16
14,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,15
15,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,45
16,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,19
17,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,24
18,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,20
19,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,28
20,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),aaaaa,23
21,(19;54),(21;53),(22;54),(23;55),(18;61),(23;50),(25;56),(24;58),(19;55),(26;48),(24;53),(19;57),(25;61),(25;55),(19;57),(26;53),(21;55),(24;67),(24;57),(26;56),(27;64),(21;51),(20;51),(24;72),(20;64),(12;64),(17;46),(15;47),(16;44),(17;39),(16;47),(15;47),(19;49),(15;44),(19;46),(13;46),(17;55),(16;47),(19;45),(20;47),(21;47),(17;50),(21;52),(19;50),(18;44),(23;46),(23;55),(18;46),(18;50),(21;52),(16;57),bbaaa,24
