Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,10
2,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,10
3,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,11
4,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,7
5,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,6
6,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,25
7,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,26
8,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,25
9,(7;44),(5;43),(6;50),(7;36),(5;40),(7;48),(1;45),(6;44),(6;43),(6;39),(4;44),(9;46),(6;53),(5;52),(7;57),(7;50),(8;43),(8;42),(3;43),(8;38),(5;43),(3;39),(3;50),(1;34),(2;33),(6;36),(4;37),(4;36),(5;31),(3;28),(7;39),(4;44),(7;43),(5;42),(5;38),(3;43),(7;55),(8;37),(5;43),(5;42),(7;41),(8;45),(4;38),(5;36),(4;39),(6;35),(3;55),(2;39),(6;45),(4;40),(4;38),bbaba,14
10,(6;26),(6;17),(5;23),(6;19),(3;29),(5;21),(9;16),(8;18),(7;29),(4;16),(6;20),(8;22),(8;19),(8;26),(7;19),(6;26),(4;23),(5;21),(3;13),(5;20),(3;24),(8;29),(4;24),(8;38),(6;30),(8;27),(4;12),(4;17),(7;12),(7;16),(8;18),(4;21),(6;15),(3;23),(2;21),(6;16),(3;25),(4;15),(4;15),(4;17),(4;21),(2;19),(4;20),(4;15),(4;17),(5;12),(5;12),(6;18),(5;23),(8;22),(3;19),bbbbb,31
