Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),cccbb,11
2,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbaaa,14
3,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbaab,11
4,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),babab,15
5,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbaaa,9
6,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),cbcbb,3
7,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbbab,11
8,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),babab,10
9,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbaaa,8
10,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbaaa,15
11,(2;23),(1;18),(1;19),(1;24),(0;19),(1;19),(1;19),(1;23),(0;21),(1;22),(1;19),(0;17),(0;20),(0;22),(2;20),(1;25),(1;20),(1;19),(0;21),(2;21),(1;19),(2;20),(1;22),(3;26),(2;29),(2;29),(0;15),(0;18),(0;14),(0;16),(0;20),(1;19),(0;15),(1;18),(1;19),(1;16),(2;16),(0;17),(0;19),(1;19),(1;16),(0;17),(0;20),(1;21),(0;17),(2;19),(3;17),(1;19),(2;22),(2;19),(1;28),bbbaa,14
