Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,9
2,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,21
3,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,31
4,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,23
5,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,29
6,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,7
7,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,7
8,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,12
9,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,14
10,(5;30),(4;26),(6;32),(7;29),(6;29),(6;30),(7;26),(6;26),(4;33),(5;31),(5;31),(4;32),(6;28),(3;27),(5;29),(4;26),(6;33),(7;32),(3;23),(6;33),(5;25),(5;30),(6;31),(7;38),(3;43),(5;37),(3;22),(2;19),(4;20),(2;18),(3;24),(3;29),(5;23),(4;23),(5;21),(4;25),(4;25),(6;29),(4;21),(5;18),(2;24),(4;21),(6;24),(4;26),(6;27),(4;25),(6;25),(6;24),(4;29),(5;24),(4;34),aaaaa,19
