Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;37),(5;33),(6;33),(7;32),(5;36),(7;26),(1;45),(6;37),(6;43),(9;36),(4;36),(9;46),(6;32),(6;46),(7;29),(7;39),(11;30),(8;28),(3;38),(8;36),(5;40),(3;32),(3;27),(1;30),(2;32),(6;19),(5;23),(4;30),(5;23),(3;20),(7;25),(4;35),(9;34),(5;34),(5;36),(6;29),(10;41),(9;32),(5;29),(5;34),(7;41),(9;25),(4;31),(5;32),(4;37),(6;35),(3;33),(2;31),(6;29),(4;33),(4;29),bbaba,10
2,(7;37),(5;33),(6;33),(7;32),(5;36),(7;26),(1;45),(6;37),(6;43),(9;36),(4;36),(9;46),(6;32),(6;46),(7;29),(7;39),(11;30),(8;28),(3;38),(8;36),(5;40),(3;32),(3;27),(1;30),(2;32),(6;19),(5;23),(4;30),(5;23),(3;20),(7;25),(4;35),(9;34),(5;34),(5;36),(6;29),(10;41),(9;32),(5;29),(5;34),(7;41),(9;25),(4;31),(5;32),(4;37),(6;35),(3;33),(2;31),(6;29),(4;33),(4;29),bbaba,10
3,(7;37),(5;33),(6;33),(7;32),(5;36),(7;26),(1;45),(6;37),(6;43),(9;36),(4;36),(9;46),(6;32),(6;46),(7;29),(7;39),(11;30),(8;28),(3;38),(8;36),(5;40),(3;32),(3;27),(1;30),(2;32),(6;19),(5;23),(4;30),(5;23),(3;20),(7;25),(4;35),(9;34),(5;34),(5;36),(6;29),(10;41),(9;32),(5;29),(5;34),(7;41),(9;25),(4;31),(5;32),(4;37),(6;35),(3;33),(2;31),(6;29),(4;33),(4;29),bbaba,6
4,(7;37),(5;33),(6;33),(7;32),(5;36),(7;26),(1;45),(6;37),(6;43),(9;36),(4;36),(9;46),(6;32),(6;46),(7;29),(7;39),(11;30),(8;28),(3;38),(8;36),(5;40),(3;32),(3;27),(1;30),(2;32),(6;19),(5;23),(4;30),(5;23),(3;20),(7;25),(4;35),(9;34),(5;34),(5;36),(6;29),(10;41),(9;32),(5;29),(5;34),(7;41),(9;25),(4;31),(5;32),(4;37),(6;35),(3;33),(2;31),(6;29),(4;33),(4;29),bbaba,25
5,(7;37),(5;33),(6;33),(7;32),(5;36),(7;26),(1;45),(6;37),(6;43),(9;36),(4;36),(9;46),(6;32),(6;46),(7;29),(7;39),(11;30),(8;28),(3;38),(8;36),(5;40),(3;32),(3;27),(1;30),(2;32),(6;19),(5;23),(4;30),(5;23),(3;20),(7;25),(4;35),(9;34),(5;34),(5;36),(6;29),(10;41),(9;32),(5;29),(5;34),(7;41),(9;25),(4;31),(5;32),(4;37),(6;35),(3;33),(2;31),(6;29),(4;33),(4;29),bbaba,7
6,(0;2),(0;6),(0;5),(0;4),(0;5),(0;3),(0;7),(0;3),(0;3),(0;4),(0;5),(0;6),(0;9),(1;7),(0;5),(0;11),(0;5),(0;9),(0;10),(0;6),(0;4),(0;10),(0;8),(0;8),(0;6),(0;12),(0;3),(0;4),(0;2),(0;3),(0;2),(0;5),(0;5),(0;6),(0;6),(0;2),(0;6),(0;7),(0;4),(0;7),(0;5),(0;3),(0;6),(0;6),(0;7),(0;4),(0;10),(0;5),(1;3),(0;7),(0;12),abbab,0
7,(0;2),(0;6),(0;5),(0;4),(0;5),(0;3),(0;7),(0;3),(0;3),(0;4),(0;5),(0;6),(0;9),(1;7),(0;5),(0;11),(0;5),(0;9),(0;10),(0;6),(0;4),(0;10),(0;8),(0;8),(0;6),(0;12),(0;3),(0;4),(0;2),(0;3),(0;2),(0;5),(0;5),(0;6),(0;6),(0;2),(0;6),(0;7),(0;4),(0;7),(0;5),(0;3),(0;6),(0;6),(0;7),(0;4),(0;10),(0;5),(1;3),(0;7),(0;12),abbab,1
8,(0;2),(0;6),(0;5),(0;4),(0;5),(0;3),(0;7),(0;3),(0;3),(0;4),(0;5),(0;6),(0;9),(1;7),(0;5),(0;11),(0;5),(0;9),(0;10),(0;6),(0;4),(0;10),(0;8),(0;8),(0;6),(0;12),(0;3),(0;4),(0;2),(0;3),(0;2),(0;5),(0;5),(0;6),(0;6),(0;2),(0;6),(0;7),(0;4),(0;7),(0;5),(0;3),(0;6),(0;6),(0;7),(0;4),(0;10),(0;5),(1;3),(0;7),(0;12),abbab,3
9,(0;2),(0;6),(0;5),(0;4),(0;5),(0;3),(0;7),(0;3),(0;3),(0;4),(0;5),(0;6),(0;9),(1;7),(0;5),(0;11),(0;5),(0;9),(0;10),(0;6),(0;4),(0;10),(0;8),(0;8),(0;6),(0;12),(0;3),(0;4),(0;2),(0;3),(0;2),(0;5),(0;5),(0;6),(0;6),(0;2),(0;6),(0;7),(0;4),(0;7),(0;5),(0;3),(0;6),(0;6),(0;7),(0;4),(0;10),(0;5),(1;3),(0;7),(0;12),abbab,7
10,(0;2),(0;6),(0;5),(0;4),(0;5),(0;3),(0;7),(0;3),(0;3),(0;4),(0;5),(0;6),(0;9),(1;7),(0;5),(0;11),(0;5),(0;9),(0;10),(0;6),(0;4),(0;10),(0;8),(0;8),(0;6),(0;12),(0;3),(0;4),(0;2),(0;3),(0;2),(0;5),(0;5),(0;6),(0;6),(0;2),(0;6),(0;7),(0;4),(0;7),(0;5),(0;3),(0;6),(0;6),(0;7),(0;4),(0;10),(0;5),(1;3),(0;7),(0;12),abbab,5
11,(0;1),(0;1),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;1),bbbbb,0
12,(0;1),(0;1),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;1),bbbbb,0
13,(0;1),(0;1),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;1),bbbbb,1
14,(0;1),(0;1),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;1),bbbbb,1
15,(0;1),(0;1),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;1),bbbbb,0
16,(7;40),(6;48),(6;44),(5;40),(9;37),(9;40),(9;33),(7;45),(13;40),(7;41),(5;45),(6;32),(13;54),(7;37),(9;43),(9;36),(7;34),(8;42),(14;50),(7;40),(6;46),(9;32),(4;50),(10;35),(6;28),(11;27),(4;27),(4;32),(6;37),(6;36),(7;40),(5;34),(6;29),(6;38),(8;42),(10;35),(5;49),(7;29),(8;37),(10;29),(5;28),(7;23),(6;38),(7;33),(7;30),(4;44),(8;47),(3;38),(5;30),(8;36),(8;28),ccbbb,15
17,(7;40),(6;48),(6;44),(5;40),(9;37),(9;40),(9;33),(7;45),(13;40),(7;41),(5;45),(6;32),(13;54),(7;37),(9;43),(9;36),(7;34),(8;42),(14;50),(7;40),(6;46),(9;32),(4;50),(10;35),(6;28),(11;27),(4;27),(4;32),(6;37),(6;36),(7;40),(5;34),(6;29),(6;38),(8;42),(10;35),(5;49),(7;29),(8;37),(10;29),(5;28),(7;23),(6;38),(7;33),(7;30),(4;44),(8;47),(3;38),(5;30),(8;36),(8;28),ccbbb,14
18,(7;40),(6;48),(6;44),(5;40),(9;37),(9;40),(9;33),(7;45),(13;40),(7;41),(5;45),(6;32),(13;54),(7;37),(9;43),(9;36),(7;34),(8;42),(14;50),(7;40),(6;46),(9;32),(4;50),(10;35),(6;28),(11;27),(4;27),(4;32),(6;37),(6;36),(7;40),(5;34),(6;29),(6;38),(8;42),(10;35),(5;49),(7;29),(8;37),(10;29),(5;28),(7;23),(6;38),(7;33),(7;30),(4;44),(8;47),(3;38),(5;30),(8;36),(8;28),ccbbb,11
19,(7;40),(6;48),(6;44),(5;40),(9;37),(9;40),(9;33),(7;45),(13;40),(7;41),(5;45),(6;32),(13;54),(7;37),(9;43),(9;36),(7;34),(8;42),(14;50),(7;40),(6;46),(9;32),(4;50),(10;35),(6;28),(11;27),(4;27),(4;32),(6;37),(6;36),(7;40),(5;34),(6;29),(6;38),(8;42),(10;35),(5;49),(7;29),(8;37),(10;29),(5;28),(7;23),(6;38),(7;33),(7;30),(4;44),(8;47),(3;38),(5;30),(8;36),(8;28),ccbbb,25
20,(7;40),(6;48),(6;44),(5;40),(9;37),(9;40),(9;33),(7;45),(13;40),(7;41),(5;45),(6;32),(13;54),(7;37),(9;43),(9;36),(7;34),(8;42),(14;50),(7;40),(6;46),(9;32),(4;50),(10;35),(6;28),(11;27),(4;27),(4;32),(6;37),(6;36),(7;40),(5;34),(6;29),(6;38),(8;42),(10;35),(5;49),(7;29),(8;37),(10;29),(5;28),(7;23),(6;38),(7;33),(7;30),(4;44),(8;47),(3;38),(5;30),(8;36),(8;28),ccbbb,20
21,(0;1),(0;1),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;2),(0;1),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;1),(0;3),(0;1),(0;2),(0;2),(0;0),(0;2),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;0),(0;0),(0;1),(0;1),(0;0),(0;2),(0;0),(0;0),(0;2),(0;3),(0;1),(0;1),(0;0),(0;1),(0;5),(0;1),bbcbc,0
22,(0;1),(0;1),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;2),(0;1),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;1),(0;3),(0;1),(0;2),(0;2),(0;0),(0;2),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;0),(0;0),(0;1),(0;1),(0;0),(0;2),(0;0),(0;0),(0;2),(0;3),(0;1),(0;1),(0;0),(0;1),(0;5),(0;1),bbcbc,0
23,(0;1),(0;1),(0;1),(0;1),(0;0),(0;0),(0;0),(0;0),(0;1),(0;2),(0;1),(0;0),(0;1),(0;1),(0;0),(0;0),(0;0),(0;1),(0;0),(0;0),(0;1),(0;1),(0;3),(0;1),(0;2),(0;2),(0;0),(0;2),(0;1),(0;0),(0;0),(0;2),(0;0),(0;1),(0;1),(0;0),(0;0),(0;1),(0;1),(0;0),(0;2),(0;0),(0;0),(0;2),(0;3),(0;1),(0;1),(0;0),(0;1),(0;5),(0;1),bbcbc,0
