Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),aaaaa,24
2,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),bbaaa,24
3,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),aaaaa,20
4,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),bbaaa,15
5,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),bbaaa,35
6,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),aaaaa,29
7,(31;40),(25;44),(30;43),(37;52),(28;61),(33;50),(30;56),(26;52),(36;57),(29;46),(31;53),(30;57),(31;46),(25;55),(40;51),(27;52),(31;54),(36;52),(31;43),(29;56),(27;50),(31;45),(30;48),(27;49),(32;41),(19;41),(26;32),(19;35),(23;34),(20;41),(22;38),(20;44),(21;41),(23;44),(21;37),(27;40),(22;41),(26;47),(19;43),(20;38),(23;44),(27;45),(35;48),(28;50),(29;46),(32;44),(27;36),(22;44),(28;48),(24;40),(23;38),bbaaa,16
8,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,73
9,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,16
10,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,30
11,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,23
12,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,18
13,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,16
14,(31;54),(29;48),(34;51),(31;59),(27;51),(28;46),(28;51),(31;49),(35;55),(33;46),(23;51),(25;47),(32;43),(32;54),(34;47),(27;53),(34;55),(31;67),(35;52),(28;45),(29;64),(22;49),(32;48),(25;72),(28;64),(12;64),(20;40),(21;35),(21;43),(23;42),(24;40),(23;40),(21;49),(21;37),(18;39),(30;39),(30;40),(27;47),(24;37),(21;39),(21;47),(26;43),(26;46),(26;41),(27;40),(21;41),(29;44),(22;46),(28;50),(24;41),(22;57),bbaaa,31
15,(19;40),(27;45),(36;49),(26;42),(28;37),(23;45),(27;43),(26;53),(25;45),(32;52),(29;45),(29;53),(37;54),(30;44),(30;43),(27;51),(28;51),(29;49),(30;35),(26;40),(31;48),(27;36),(25;51),(26;39),(23;46),(22;26),(22;27),(19;34),(16;38),(19;36),(22;39),(24;36),(25;39),(25;39),(25;40),(23;36),(17;49),(22;39),(20;40),(22;34),(21;31),(21;33),(21;38),(21;39),(18;42),(25;42),(23;45),(28;38),(27;39),(24;38),(23;38),bbaaa,19
