Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,23
2,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,45
3,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,31
4,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,19
5,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,26
6,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,25
7,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,25
8,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,25
9,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,30
10,(6;43),(13;39),(10;50),(9;42),(16;47),(14;43),(15;43),(12;49),(15;43),(12;48),(14;48),(16;47),(15;46),(15;44),(12;43),(16;47),(16;47),(17;45),(18;54),(19;48),(20;50),(21;41),(19;50),(18;51),(24;50),(16;49),(8;41),(9;30),(8;35),(5;36),(11;37),(10;43),(8;37),(8;38),(9;44),(6;43),(10;42),(16;35),(10;40),(13;37),(10;36),(14;41),(16;40),(12;49),(12;42),(13;41),(13;39),(13;41),(13;37),(16;43),(18;39),bbaaa,30
