Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,11
2,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,5
3,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,12
4,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,10
5,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,9
6,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,6
7,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,8
8,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,9
9,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,2
10,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,11
11,(3;22),(3;19),(0;15),(1;17),(1;13),(3;18),(2;18),(3;23),(1;18),(4;17),(2;13),(2;14),(0;18),(3;18),(2;20),(2;16),(2;17),(2;18),(2;14),(2;18),(3;13),(0;19),(1;14),(2;16),(2;18),(2;17),(0;11),(1;13),(0;18),(1;16),(0;11),(0;13),(1;13),(1;14),(0;19),(1;16),(1;12),(1;13),(2;18),(2;9),(2;13),(1;17),(0;14),(1;14),(1;13),(2;19),(3;15),(1;14),(1;17),(3;19),(3;18),bbaab,5
