Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbbaa,9
2,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),aaaaa,10
3,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbaaa,28
4,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbbaa,28
5,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),abbab,31
6,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbaaa,17
7,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),aaaaa,28
8,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),aaaaa,8
9,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbaaa,21
10,(6;48),(4;45),(6;50),(6;52),(4;53),(5;49),(4;49),(7;47),(4;49),(4;42),(5;48),(8;49),(7;57),(5;46),(7;54),(5;48),(5;52),(5;52),(6;54),(8;56),(8;49),(5;45),(9;47),(7;44),(5;50),(6;38),(3;41),(5;30),(5;42),(6;35),(4;47),(4;39),(5;38),(5;44),(2;39),(4;40),(4;35),(6;44),(4;52),(4;35),(4;44),(5;47),(5;45),(4;41),(3;42),(5;40),(6;42),(2;49),(5;43),(6;35),(7;40),bbbaa,24
