Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;37),(8;33),(6;33),(7;32),(5;36),(7;26),(1;45),(9;37),(6;43),(6;36),(4;36),(13;46),(10;32),(5;46),(7;29),(7;39),(8;30),(8;28),(3;38),(9;36),(5;40),(3;32),(3;27),(1;30),(2;32),(7;19),(4;23),(6;30),(5;23),(7;20),(7;25),(4;35),(7;34),(5;34),(5;36),(3;29),(7;41),(8;32),(5;29),(10;34),(7;41),(8;25),(4;31),(5;32),(4;37),(9;35),(3;33),(3;31),(6;29),(4;33),(4;29),bbaba,11
2,(7;37),(8;33),(6;33),(7;32),(5;36),(7;26),(1;45),(9;37),(6;43),(6;36),(4;36),(13;46),(10;32),(5;46),(7;29),(7;39),(8;30),(8;28),(3;38),(9;36),(5;40),(3;32),(3;27),(1;30),(2;32),(7;19),(4;23),(6;30),(5;23),(7;20),(7;25),(4;35),(7;34),(5;34),(5;36),(3;29),(7;41),(8;32),(5;29),(10;34),(7;41),(8;25),(4;31),(5;32),(4;37),(9;35),(3;33),(3;31),(6;29),(4;33),(4;29),bbaba,7
3,(7;37),(8;33),(6;33),(7;32),(5;36),(7;26),(1;45),(9;37),(6;43),(6;36),(4;36),(13;46),(10;32),(5;46),(7;29),(7;39),(8;30),(8;28),(3;38),(9;36),(5;40),(3;32),(3;27),(1;30),(2;32),(7;19),(4;23),(6;30),(5;23),(7;20),(7;25),(4;35),(7;34),(5;34),(5;36),(3;29),(7;41),(8;32),(5;29),(10;34),(7;41),(8;25),(4;31),(5;32),(4;37),(9;35),(3;33),(3;31),(6;29),(4;33),(4;29),bbaba,10
4,(7;37),(8;33),(6;33),(7;32),(5;36),(7;26),(1;45),(9;37),(6;43),(6;36),(4;36),(13;46),(10;32),(5;46),(7;29),(7;39),(8;30),(8;28),(3;38),(9;36),(5;40),(3;32),(3;27),(1;30),(2;32),(7;19),(4;23),(6;30),(5;23),(7;20),(7;25),(4;35),(7;34),(5;34),(5;36),(3;29),(7;41),(8;32),(5;29),(10;34),(7;41),(8;25),(4;31),(5;32),(4;37),(9;35),(3;33),(3;31),(6;29),(4;33),(4;29),bbaba,25
5,(7;37),(8;33),(6;33),(7;32),(5;36),(7;26),(1;45),(9;37),(6;43),(6;36),(4;36),(13;46),(10;32),(5;46),(7;29),(7;39),(8;30),(8;28),(3;38),(9;36),(5;40),(3;32),(3;27),(1;30),(2;32),(7;19),(4;23),(6;30),(5;23),(7;20),(7;25),(4;35),(7;34),(5;34),(5;36),(3;29),(7;41),(8;32),(5;29),(10;34),(7;41),(8;25),(4;31),(5;32),(4;37),(9;35),(3;33),(3;31),(6;29),(4;33),(4;29),bbaba,10
6,(8;14),(8;14),(3;11),(4;13),(5;13),(7;15),(5;16),(4;10),(9;13),(5;12),(6;15),(4;15),(8;16),(4;10),(6;11),(2;11),(5;13),(6;14),(7;13),(3;18),(6;18),(7;17),(4;12),(9;16),(8;14),(4;12),(4;7),(7;13),(5;12),(6;10),(3;9),(7;13),(4;10),(4;15),(6;9),(5;10),(4;7),(7;10),(7;15),(4;8),(4;13),(2;8),(5;11),(5;8),(3;13),(3;12),(4;7),(5;9),(3;13),(5;12),(6;8),bbbaa,9
7,(8;14),(8;14),(3;11),(4;13),(5;13),(7;15),(5;16),(4;10),(9;13),(5;12),(6;15),(4;15),(8;16),(4;10),(6;11),(2;11),(5;13),(6;14),(7;13),(3;18),(6;18),(7;17),(4;12),(9;16),(8;14),(4;12),(4;7),(7;13),(5;12),(6;10),(3;9),(7;13),(4;10),(4;15),(6;9),(5;10),(4;7),(7;10),(7;15),(4;8),(4;13),(2;8),(5;11),(5;8),(3;13),(3;12),(4;7),(5;9),(3;13),(5;12),(6;8),bbbaa,6
8,(8;14),(8;14),(3;11),(4;13),(5;13),(7;15),(5;16),(4;10),(9;13),(5;12),(6;15),(4;15),(8;16),(4;10),(6;11),(2;11),(5;13),(6;14),(7;13),(3;18),(6;18),(7;17),(4;12),(9;16),(8;14),(4;12),(4;7),(7;13),(5;12),(6;10),(3;9),(7;13),(4;10),(4;15),(6;9),(5;10),(4;7),(7;10),(7;15),(4;8),(4;13),(2;8),(5;11),(5;8),(3;13),(3;12),(4;7),(5;9),(3;13),(5;12),(6;8),bbbaa,6
9,(8;14),(8;14),(3;11),(4;13),(5;13),(7;15),(5;16),(4;10),(9;13),(5;12),(6;15),(4;15),(8;16),(4;10),(6;11),(2;11),(5;13),(6;14),(7;13),(3;18),(6;18),(7;17),(4;12),(9;16),(8;14),(4;12),(4;7),(7;13),(5;12),(6;10),(3;9),(7;13),(4;10),(4;15),(6;9),(5;10),(4;7),(7;10),(7;15),(4;8),(4;13),(2;8),(5;11),(5;8),(3;13),(3;12),(4;7),(5;9),(3;13),(5;12),(6;8),bbbaa,13
10,(5;22),(9;19),(5;12),(9;14),(9;11),(5;16),(8;15),(6;17),(8;17),(7;17),(10;13),(11;12),(7;11),(7;16),(5;16),(6;10),(7;17),(5;14),(5;14),(4;13),(5;10),(6;13),(6;10),(7;9),(7;13),(7;11),(5;7),(4;10),(5;18),(3;8),(3;11),(6;13),(4;12),(7;11),(7;13),(5;11),(6;12),(8;11),(6;9),(5;9),(4;8),(4;17),(7;9),(10;14),(6;10),(8;19),(7;13),(8;13),(7;12),(7;13),(11;18),bbaab,9
