Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),ccbba,25
2,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),ccbbb,25
3,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),cbabb,33
4,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),bbaab,20
5,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),bcabb,16
6,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),aaaaa,32
7,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),ccbbb,22
8,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),bcabb,22
9,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),bbaaa,29
10,(21;48),(23;51),(22;50),(23;51),(18;51),(13;52),(17;56),(21;49),(18;63),(18;49),(21;52),(20;53),(22;61),(19;55),(15;57),(22;53),(24;62),(18;50),(16;50),(20;56),(17;52),(18;49),(17;50),(13;58),(20;46),(12;41),(16;41),(16;38),(8;41),(15;40),(17;48),(15;44),(21;49),(15;42),(16;44),(17;46),(7;55),(17;43),(17;52),(19;47),(12;48),(13;47),(14;43),(8;50),(15;43),(19;45),(7;50),(18;49),(22;46),(7;41),(12;43),bcbab,16
