Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),aaaaa,16
2,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bbaab,6
3,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),aaaaa,7
4,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),aaaaa,14
5,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bbaaa,6
6,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),abbab,21
7,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bbbaa,16
8,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bbaab,9
9,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bcbab,13
10,(0;17),(0;19),(0;17),(0;17),(0;26),(0;21),(0;18),(0;18),(0;16),(0;21),(0;17),(0;18),(0;19),(0;19),(0;17),(0;21),(0;18),(0;19),(0;21),(0;21),(0;21),(0;21),(0;21),(0;20),(0;30),(0;25),(0;15),(0;13),(0;14),(0;16),(0;14),(0;15),(0;17),(0;20),(0;19),(0;17),(0;16),(0;16),(0;15),(0;14),(0;15),(0;19),(1;14),(0;19),(0;21),(1;15),(0;17),(0;17),(0;15),(0;20),(0;23),bbbaa,21
