Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(0;2),(0;0),(0;0),(0;0),(0;1),(0;3),(0;0),(0;0),(0;2),(0;2),(0;2),(0;3),(0;1),(0;2),(0;3),(0;3),(0;2),(0;1),(0;2),(0;1),(0;2),(0;1),(0;0),(0;2),(0;4),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;4),(0;3),(0;3),(1;2),(0;2),(0;1),(0;1),(0;2),(0;1),(0;1),(0;3),(0;2),(0;3),(0;2),(0;2),(0;1),(0;2),(0;3),(0;4),ababb,5
2,(0;2),(0;0),(0;0),(0;0),(0;1),(0;3),(0;0),(0;0),(0;2),(0;2),(0;2),(0;3),(0;1),(0;2),(0;3),(0;3),(0;2),(0;1),(0;2),(0;1),(0;2),(0;1),(0;0),(0;2),(0;4),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;4),(0;3),(0;3),(1;2),(0;2),(0;1),(0;1),(0;2),(0;1),(0;1),(0;3),(0;2),(0;3),(0;2),(0;2),(0;1),(0;2),(0;3),(0;4),ababb,5
3,(0;2),(0;0),(0;0),(0;0),(0;1),(0;3),(0;0),(0;0),(0;2),(0;2),(0;2),(0;3),(0;1),(0;2),(0;3),(0;3),(0;2),(0;1),(0;2),(0;1),(0;2),(0;1),(0;0),(0;2),(0;4),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;4),(0;3),(0;3),(1;2),(0;2),(0;1),(0;1),(0;2),(0;1),(0;1),(0;3),(0;2),(0;3),(0;2),(0;2),(0;1),(0;2),(0;3),(0;4),ababb,1
4,(0;2),(0;0),(0;0),(0;0),(0;1),(0;3),(0;0),(0;0),(0;2),(0;2),(0;2),(0;3),(0;1),(0;2),(0;3),(0;3),(0;2),(0;1),(0;2),(0;1),(0;2),(0;1),(0;0),(0;2),(0;4),(0;3),(0;1),(0;1),(0;1),(0;1),(0;1),(0;1),(0;4),(0;3),(0;3),(1;2),(0;2),(0;1),(0;1),(0;2),(0;1),(0;1),(0;3),(0;2),(0;3),(0;2),(0;2),(0;1),(0;2),(0;3),(0;4),ababb,0
5,(0;22),(0;26),(0;31),(0;37),(0;32),(0;25),(0;28),(0;33),(0;40),(0;27),(0;38),(0;40),(0;31),(1;32),(0;29),(0;34),(0;34),(0;29),(0;31),(0;43),(0;31),(0;37),(0;27),(0;33),(0;33),(0;23),(0;19),(0;21),(0;19),(0;25),(0;33),(0;37),(0;30),(0;33),(0;27),(0;32),(0;35),(0;33),(0;28),(0;31),(0;31),(0;30),(0;37),(0;28),(0;27),(0;34),(0;41),(0;39),(0;28),(0;32),(0;40),ababb,0
6,(0;22),(0;26),(0;31),(0;37),(0;32),(0;25),(0;28),(0;33),(0;40),(0;27),(0;38),(0;40),(0;31),(1;32),(0;29),(0;34),(0;34),(0;29),(0;31),(0;43),(0;31),(0;37),(0;27),(0;33),(0;33),(0;23),(0;19),(0;21),(0;19),(0;25),(0;33),(0;37),(0;30),(0;33),(0;27),(0;32),(0;35),(0;33),(0;28),(0;31),(0;31),(0;30),(0;37),(0;28),(0;27),(0;34),(0;41),(0;39),(0;28),(0;32),(0;40),ababb,1
7,(0;22),(0;26),(0;31),(0;37),(0;32),(0;25),(0;28),(0;33),(0;40),(0;27),(0;38),(0;40),(0;31),(1;32),(0;29),(0;34),(0;34),(0;29),(0;31),(0;43),(0;31),(0;37),(0;27),(0;33),(0;33),(0;23),(0;19),(0;21),(0;19),(0;25),(0;33),(0;37),(0;30),(0;33),(0;27),(0;32),(0;35),(0;33),(0;28),(0;31),(0;31),(0;30),(0;37),(0;28),(0;27),(0;34),(0;41),(0;39),(0;28),(0;32),(0;40),ababb,2
8,(0;22),(0;26),(0;31),(0;37),(0;32),(0;25),(0;28),(0;33),(0;40),(0;27),(0;38),(0;40),(0;31),(1;32),(0;29),(0;34),(0;34),(0;29),(0;31),(0;43),(0;31),(0;37),(0;27),(0;33),(0;33),(0;23),(0;19),(0;21),(0;19),(0;25),(0;33),(0;37),(0;30),(0;33),(0;27),(0;32),(0;35),(0;33),(0;28),(0;31),(0;31),(0;30),(0;37),(0;28),(0;27),(0;34),(0;41),(0;39),(0;28),(0;32),(0;40),ababb,0
9,(0;22),(0;26),(0;31),(0;37),(0;32),(0;25),(0;28),(0;33),(0;40),(0;27),(0;38),(0;40),(0;31),(1;32),(0;29),(0;34),(0;34),(0;29),(0;31),(0;43),(0;31),(0;37),(0;27),(0;33),(0;33),(0;23),(0;19),(0;21),(0;19),(0;25),(0;33),(0;37),(0;30),(0;33),(0;27),(0;32),(0;35),(0;33),(0;28),(0;31),(0;31),(0;30),(0;37),(0;28),(0;27),(0;34),(0;41),(0;39),(0;28),(0;32),(0;40),ababb,16
10,(0;3),(0;2),(0;8),(0;3),(0;5),(0;7),(0;1),(0;5),(0;3),(0;5),(0;3),(0;2),(0;8),(0;4),(0;5),(0;5),(0;5),(0;4),(0;1),(0;3),(0;5),(0;4),(0;2),(0;0),(0;0),(0;4),(0;5),(0;8),(0;1),(0;2),(0;1),(0;7),(0;2),(0;1),(0;7),(0;4),(0;4),(0;2),(0;2),(0;3),(0;9),(0;3),(0;4),(0;5),(0;1),(0;3),(0;7),(0;2),(0;4),(0;4),(0;6),aaaaa,7
11,(0;3),(0;2),(0;8),(0;3),(0;5),(0;7),(0;1),(0;5),(0;3),(0;5),(0;3),(0;2),(0;8),(0;4),(0;5),(0;5),(0;5),(0;4),(0;1),(0;3),(0;5),(0;4),(0;2),(0;0),(0;0),(0;4),(0;5),(0;8),(0;1),(0;2),(0;1),(0;7),(0;2),(0;1),(0;7),(0;4),(0;4),(0;2),(0;2),(0;3),(0;9),(0;3),(0;4),(0;5),(0;1),(0;3),(0;7),(0;2),(0;4),(0;4),(0;6),aaaaa,0
12,(0;3),(0;2),(0;8),(0;3),(0;5),(0;7),(0;1),(0;5),(0;3),(0;5),(0;3),(0;2),(0;8),(0;4),(0;5),(0;5),(0;5),(0;4),(0;1),(0;3),(0;5),(0;4),(0;2),(0;0),(0;0),(0;4),(0;5),(0;8),(0;1),(0;2),(0;1),(0;7),(0;2),(0;1),(0;7),(0;4),(0;4),(0;2),(0;2),(0;3),(0;9),(0;3),(0;4),(0;5),(0;1),(0;3),(0;7),(0;2),(0;4),(0;4),(0;6),aaaaa,0
13,(0;3),(0;2),(0;8),(0;3),(0;5),(0;7),(0;1),(0;5),(0;3),(0;5),(0;3),(0;2),(0;8),(0;4),(0;5),(0;5),(0;5),(0;4),(0;1),(0;3),(0;5),(0;4),(0;2),(0;0),(0;0),(0;4),(0;5),(0;8),(0;1),(0;2),(0;1),(0;7),(0;2),(0;1),(0;7),(0;4),(0;4),(0;2),(0;2),(0;3),(0;9),(0;3),(0;4),(0;5),(0;1),(0;3),(0;7),(0;2),(0;4),(0;4),(0;6),aaaaa,0
14,(0;1),(0;1),(0;0),(0;1),(0;3),(0;1),(0;2),(0;1),(0;1),(0;1),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;0),(0;1),(0;2),(0;1),(0;1),(0;1),(0;2),(0;1),(0;0),(0;2),(0;2),(0;1),(0;1),(0;1),(0;5),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;2),(0;1),(0;1),(0;0),(0;5),(0;3),(0;1),aaaaa,1
15,(0;1),(0;1),(0;0),(0;1),(0;3),(0;1),(0;2),(0;1),(0;1),(0;1),(0;0),(0;0),(0;1),(0;1),(0;1),(0;0),(0;1),(0;0),(0;2),(0;0),(0;1),(0;2),(0;1),(0;1),(0;1),(0;2),(0;1),(0;0),(0;2),(0;2),(0;1),(0;1),(0;1),(0;5),(0;1),(0;0),(0;2),(0;1),(0;0),(0;1),(0;0),(0;1),(0;1),(0;0),(0;2),(0;1),(0;1),(0;0),(0;5),(0;3),(0;1),aaaaa,0
