Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,31
2,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,18
3,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,18
4,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,20
5,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,24
6,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,20
7,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,33
8,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,26
9,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,24
10,(24;46),(26;42),(29;54),(27;47),(20;51),(23;52),(34;48),(27;44),(24;63),(30;48),(26;50),(26;52),(32;44),(30;44),(28;55),(33;47),(22;46),(26;53),(25;52),(26;48),(28;41),(22;44),(34;48),(24;48),(18;42),(13;35),(18;31),(18;38),(24;38),(20;40),(21;37),(15;38),(24;43),(21;40),(18;38),(23;40),(19;42),(22;41),(17;36),(19;41),(27;40),(27;41),(21;37),(25;49),(23;42),(20;40),(20;45),(24;41),(25;40),(14;37),(20;40),bbaaa,26
