Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,25
2,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,22
3,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),aaaaa,24
4,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,18
5,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbbaa,24
6,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),aaaaa,37
7,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,20
8,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,24
9,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),bbaaa,23
10,(7;39),(6;48),(6;50),(5;46),(8;47),(10;44),(6;52),(5;45),(7;49),(4;42),(8;46),(11;46),(6;45),(3;43),(5;56),(7;48),(6;62),(5;45),(5;50),(6;46),(7;51),(8;39),(5;50),(9;41),(10;44),(7;38),(5;38),(4;32),(5;37),(7;34),(3;47),(5;37),(5;49),(5;41),(3;44),(6;43),(4;36),(5;43),(4;52),(6;34),(3;36),(6;41),(6;40),(5;43),(3;39),(8;44),(6;47),(3;49),(3;39),(5;40),(7;35),abbaa,12
