Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,24
2,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,26
3,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,20
4,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,23
5,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,21
6,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,24
7,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,30
8,(25;38),(26;41),(32;50),(27;47),(37;51),(23;50),(37;42),(27;44),(30;47),(33;48),(26;42),(26;43),(32;42),(30;44),(28;43),(35;47),(30;45),(34;53),(27;47),(26;48),(29;41),(22;42),(34;46),(24;45),(18;41),(17;35),(18;31),(21;36),(24;38),(26;40),(23;37),(20;35),(24;32),(24;35),(18;35),(30;40),(19;42),(23;37),(17;36),(19;41),(28;39),(27;36),(25;37),(25;49),(23;42),(20;40),(24;38),(24;41),(28;40),(14;33),(20;33),aaaaa,21
9,(30;42),(27;48),(27;38),(38;59),(24;37),(27;39),(34;49),(38;62),(35;49),(38;46),(28;47),(25;35),(26;48),(32;43),(34;54),(33;48),(34;52),(30;67),(37;52),(20;50),(28;64),(27;49),(33;48),(27;72),(26;64),(23;64),(20;31),(19;30),(20;43),(23;42),(29;47),(30;39),(27;38),(26;38),(26;39),(30;35),(26;40),(16;47),(24;41),(25;47),(28;47),(26;34),(22;46),(26;41),(28;37),(26;42),(28;44),(35;46),(27;46),(24;41),(23;57),aaaaa,18
10,(30;42),(27;48),(27;38),(38;59),(24;37),(27;39),(34;49),(38;62),(35;49),(38;46),(28;47),(25;35),(26;48),(32;43),(34;54),(33;48),(34;52),(30;67),(37;52),(20;50),(28;64),(27;49),(33;48),(27;72),(26;64),(23;64),(20;31),(19;30),(20;43),(23;42),(29;47),(30;39),(27;38),(26;38),(26;39),(30;35),(26;40),(16;47),(24;41),(25;47),(28;47),(26;34),(22;46),(26;41),(28;37),(26;42),(28;44),(35;46),(27;46),(24;41),(23;57),aaaaa,31
