Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,73
2,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,20
3,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,22
4,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,21
5,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,19
6,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,14
7,(27;42),(26;48),(27;46),(28;43),(28;47),(29;44),(32;53),(33;58),(37;49),(32;49),(37;46),(19;37),(38;44),(27;43),(28;56),(34;48),(30;62),(29;67),(35;52),(26;45),(24;64),(28;49),(29;51),(26;72),(27;64),(20;64),(21;30),(20;30),(23;43),(23;35),(26;48),(24;39),(24;40),(28;38),(19;38),(21;34),(27;38),(26;47),(23;41),(29;35),(28;47),(23;34),(25;46),(23;46),(25;43),(27;39),(31;44),(32;46),(21;46),(29;41),(23;57),aaaaa,18
8,(26;44),(27;51),(28;45),(28;52),(26;50),(27;36),(28;51),(22;42),(34;45),(27;45),(29;52),(29;47),(30;49),(32;47),(28;45),(31;48),(31;52),(26;55),(28;51),(28;40),(34;49),(21;44),(33;41),(31;41),(25;40),(14;34),(17;40),(24;42),(23;36),(15;33),(24;36),(17;34),(21;39),(19;39),(26;34),(19;38),(20;46),(28;38),(27;52),(25;39),(19;44),(21;41),(18;40),(25;45),(20;32),(25;40),(26;41),(28;49),(30;50),(23;37),(21;38),aaaaa,20
9,(26;44),(27;51),(28;45),(28;52),(26;50),(27;36),(28;51),(22;42),(34;45),(27;45),(29;52),(29;47),(30;49),(32;47),(28;45),(31;48),(31;52),(26;55),(28;51),(28;40),(34;49),(21;44),(33;41),(31;41),(25;40),(14;34),(17;40),(24;42),(23;36),(15;33),(24;36),(17;34),(21;39),(19;39),(26;34),(19;38),(20;46),(28;38),(27;52),(25;39),(19;44),(21;41),(18;40),(25;45),(20;32),(25;40),(26;41),(28;49),(30;50),(23;37),(21;38),aaaaa,32
10,(26;44),(27;51),(28;45),(28;52),(26;50),(27;36),(28;51),(22;42),(34;45),(27;45),(29;52),(29;47),(30;49),(32;47),(28;45),(31;48),(31;52),(26;55),(28;51),(28;40),(34;49),(21;44),(33;41),(31;41),(25;40),(14;34),(17;40),(24;42),(23;36),(15;33),(24;36),(17;34),(21;39),(19;39),(26;34),(19;38),(20;46),(28;38),(27;52),(25;39),(19;44),(21;41),(18;40),(25;45),(20;32),(25;40),(26;41),(28;49),(30;50),(23;37),(21;38),aaaaa,16
