Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,26
2,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),aaaaa,24
3,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,16
4,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,23
5,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,22
6,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),aaaaa,27
7,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),aaaaa,25
8,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,15
9,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,25
10,(19;49),(21;53),(26;45),(28;47),(29;54),(25;47),(25;52),(27;47),(28;50),(27;49),(32;56),(27;53),(30;49),(29;52),(28;54),(27;53),(29;52),(28;51),(27;55),(26;51),(29;61),(27;51),(22;47),(26;52),(24;44),(16;32),(18;46),(22;47),(19;44),(17;35),(16;42),(18;39),(19;39),(19;44),(20;46),(20;40),(25;48),(17;43),(27;45),(21;38),(25;41),(27;44),(14;52),(22;45),(20;44),(25;44),(22;43),(26;46),(23;43),(25;40),(12;38),bbaaa,15
