Time,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,Pr_value,W51
1,(17;28),(17;33),(16;35),(16;37),(20;33),(13;28),(17;33),(17;27),(16;27),(18;42),(21;40),(14;30),(19;34),(10;37),(15;41),(22;32),(20;31),(17;28),(17;46),(14;29),(17;35),(18;27),(17;27),(13;35),(23;33),(19;38),(12;24),(8;25),(8;24),(12;28),(16;23),(11;20),(8;25),(14;22),(16;24),(14;23),(7;30),(15;21),(12;24),(13;24),(12;26),(13;23),(10;25),(8;20),(15;29),(19;30),(7;30),(19;22),(12;25),(7;29),(14;29),aaaaa,35
2,(17;28),(17;33),(16;35),(16;37),(20;33),(13;28),(17;33),(17;27),(16;27),(18;42),(21;40),(14;30),(19;34),(10;37),(15;41),(22;32),(20;31),(17;28),(17;46),(14;29),(17;35),(18;27),(17;27),(13;35),(23;33),(19;38),(12;24),(8;25),(8;24),(12;28),(16;23),(11;20),(8;25),(14;22),(16;24),(14;23),(7;30),(15;21),(12;24),(13;24),(12;26),(13;23),(10;25),(8;20),(15;29),(19;30),(7;30),(19;22),(12;25),(7;29),(14;29),aaaaa,28
3,(17;28),(17;33),(16;35),(16;37),(20;33),(13;28),(17;33),(17;27),(16;27),(18;42),(21;40),(14;30),(19;34),(10;37),(15;41),(22;32),(20;31),(17;28),(17;46),(14;29),(17;35),(18;27),(17;27),(13;35),(23;33),(19;38),(12;24),(8;25),(8;24),(12;28),(16;23),(11;20),(8;25),(14;22),(16;24),(14;23),(7;30),(15;21),(12;24),(13;24),(12;26),(13;23),(10;25),(8;20),(15;29),(19;30),(7;30),(19;22),(12;25),(7;29),(14;29),aaaaa,38
4,(17;28),(17;33),(16;35),(16;37),(20;33),(13;28),(17;33),(17;27),(16;27),(18;42),(21;40),(14;30),(19;34),(10;37),(15;41),(22;32),(20;31),(17;28),(17;46),(14;29),(17;35),(18;27),(17;27),(13;35),(23;33),(19;38),(12;24),(8;25),(8;24),(12;28),(16;23),(11;20),(8;25),(14;22),(16;24),(14;23),(7;30),(15;21),(12;24),(13;24),(12;26),(13;23),(10;25),(8;20),(15;29),(19;30),(7;30),(19;22),(12;25),(7;29),(14;29),aaaaa,30
5,(17;28),(17;33),(16;35),(16;37),(20;33),(13;28),(17;33),(17;27),(16;27),(18;42),(21;40),(14;30),(19;34),(10;37),(15;41),(22;32),(20;31),(17;28),(17;46),(14;29),(17;35),(18;27),(17;27),(13;35),(23;33),(19;38),(12;24),(8;25),(8;24),(12;28),(16;23),(11;20),(8;25),(14;22),(16;24),(14;23),(7;30),(15;21),(12;24),(13;24),(12;26),(13;23),(10;25),(8;20),(15;29),(19;30),(7;30),(19;22),(12;25),(7;29),(14;29),aaaaa,25
6,(6;15),(9;19),(4;12),(5;14),(8;14),(8;14),(8;17),(10;18),(8;13),(10;17),(10;19),(9;17),(6;14),(12;17),(9;25),(10;18),(7;13),(6;22),(10;19),(4;21),(6;18),(9;17),(11;18),(8;15),(8;17),(12;20),(6;11),(5;9),(7;13),(5;13),(3;9),(6;11),(3;7),(7;11),(7;15),(8;15),(5;13),(2;12),(4;14),(3;10),(8;13),(5;10),(7;14),(6;11),(3;16),(4;9),(8;15),(7;18),(7;12),(10;13),(9;12),aaaaa,18
7,(6;15),(9;19),(4;12),(5;14),(8;14),(8;14),(8;17),(10;18),(8;13),(10;17),(10;19),(9;17),(6;14),(12;17),(9;25),(10;18),(7;13),(6;22),(10;19),(4;21),(6;18),(9;17),(11;18),(8;15),(8;17),(12;20),(6;11),(5;9),(7;13),(5;13),(3;9),(6;11),(3;7),(7;11),(7;15),(8;15),(5;13),(2;12),(4;14),(3;10),(8;13),(5;10),(7;14),(6;11),(3;16),(4;9),(8;15),(7;18),(7;12),(10;13),(9;12),aaaaa,13
8,(6;15),(9;19),(4;12),(5;14),(8;14),(8;14),(8;17),(10;18),(8;13),(10;17),(10;19),(9;17),(6;14),(12;17),(9;25),(10;18),(7;13),(6;22),(10;19),(4;21),(6;18),(9;17),(11;18),(8;15),(8;17),(12;20),(6;11),(5;9),(7;13),(5;13),(3;9),(6;11),(3;7),(7;11),(7;15),(8;15),(5;13),(2;12),(4;14),(3;10),(8;13),(5;10),(7;14),(6;11),(3;16),(4;9),(8;15),(7;18),(7;12),(10;13),(9;12),aaaaa,16
9,(6;15),(9;19),(4;12),(5;14),(8;14),(8;14),(8;17),(10;18),(8;13),(10;17),(10;19),(9;17),(6;14),(12;17),(9;25),(10;18),(7;13),(6;22),(10;19),(4;21),(6;18),(9;17),(11;18),(8;15),(8;17),(12;20),(6;11),(5;9),(7;13),(5;13),(3;9),(6;11),(3;7),(7;11),(7;15),(8;15),(5;13),(2;12),(4;14),(3;10),(8;13),(5;10),(7;14),(6;11),(3;16),(4;9),(8;15),(7;18),(7;12),(10;13),(9;12),aaaaa,14
10,(6;15),(9;19),(4;12),(5;14),(8;14),(8;14),(8;17),(10;18),(8;13),(10;17),(10;19),(9;17),(6;14),(12;17),(9;25),(10;18),(7;13),(6;22),(10;19),(4;21),(6;18),(9;17),(11;18),(8;15),(8;17),(12;20),(6;11),(5;9),(7;13),(5;13),(3;9),(6;11),(3;7),(7;11),(7;15),(8;15),(5;13),(2;12),(4;14),(3;10),(8;13),(5;10),(7;14),(6;11),(3;16),(4;9),(8;15),(7;18),(7;12),(10;13),(9;12),aaaaa,9
11,(6;15),(6;13),(7;15),(9;16),(7;17),(6;19),(8;18),(6;18),(8;18),(8;17),(8;18),(7;14),(6;19),(3;15),(10;12),(9;21),(8;15),(7;18),(7;13),(6;18),(6;21),(9;19),(4;15),(9;14),(3;30),(5;15),(4;11),(3;10),(6;12),(4;15),(6;14),(7;12),(7;13),(6;15),(5;16),(8;16),(3;12),(5;11),(6;11),(6;19),(6;8),(7;12),(4;14),(5;16),(7;13),(6;12),(7;13),(6;16),(8;17),(6;18),(7;15),aaaaa,10
12,(6;15),(6;13),(7;15),(9;16),(7;17),(6;19),(8;18),(6;18),(8;18),(8;17),(8;18),(7;14),(6;19),(3;15),(10;12),(9;21),(8;15),(7;18),(7;13),(6;18),(6;21),(9;19),(4;15),(9;14),(3;30),(5;15),(4;11),(3;10),(6;12),(4;15),(6;14),(7;12),(7;13),(6;15),(5;16),(8;16),(3;12),(5;11),(6;11),(6;19),(6;8),(7;12),(4;14),(5;16),(7;13),(6;12),(7;13),(6;16),(8;17),(6;18),(7;15),aaaaa,22
